procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 184913376  90412 5115348    0    0     0    70 21819 73757  6  3 91  0  0
 2  0      0 184906224  90428 5115244    0    0     0    71 23592 69386  6  3 91  0  0
 6  0      0 184548368  90444 5250728    0    0     0    72 22082 69709  6  3 91  0  0
 3  0      0 184545312  90492 5251044    0    0     0   167 23139 69668  6  3 91  0  0
 4  0      0 184623232  90508 5254692    0    0     0    74 20532 69486  6  3 91  0  0
 2  0      0 184587264  90524 5255076    0    0     0    53 23524 70924  6  3 91  0  0
 2  0      0 184440672  90540 5255844    0    0     0    70 21535 69640  6  3 91  0  0
 3  0      0 184532896  90556 5255324    0    0     0    91 23564 70193  6  3 91  0  0
 1  0      0 184455152  90576 5255708    0    0     0    77 22865 71003  6  3 91  0  0
 2  0      0 184337312  90584 5255448    0    0     0   112 22084 71037  6  3 91  0  0
 3  0      0 184000864  90600 5423672    0    0     0    70 23973 72700  6  3 91  0  0
 5  0      0 184128336  90616 5457224    0    0     0    67 25383 70265  6  3 91  0  0
 4  0      0 183915584  90632 5458172    0    0     0    72 21758 69653  6  3 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 183902624  90648 5457412    0    0     0    73 23745 72452  6  3 91  0  0
 7  0      0 184086832  90664 5457568    0    0     0    76 20443 67765  6  3 91  0  0
 3  0      0 183949952  90684 5458296    0    0     0   131 23892 68709  6  3 91  0  0
 8  0      0 183979936  90720 5457808    0    0     0    78 24288 72508  6  3 91  0  0
 5  0      0 184062288  90756 5458024    0    0     0    80 24051 69107  6  3 91  0  0
 6  0      0 183851552  90800 5458324    0    0     0    68 20706 70267  6  3 91  0  0
 2  0      0 183861408  90856 5458428    0    0     0    86 23770 72528  6  3 91  0  0
 3  0      0 183851840  90888 5458444    0    0     0   122 21987 67621  6  3 91  0  0
 2  0      0 183693520  90908 5459100    0    0     0   119 20443 70110  6  3 91  0  0
 2  0      0 183796608  90936 5458784    0    0     0    98 23203 67783  6  3 91  0  0
 3  0      0 183936816  90952 5458624    0    0     0    73 23143 68368  6  3 91  0  0
 5  0      0 184033856  90968 5458708    0    0     0    82 22652 73805  6  3 91  0  0
 3  0      0 184077536  90984 5459024    0    0     0    79 23059 72313  6  3 91  0  0
 6  0      0 184171408  91000 5459220    0    0     0    71 23010 70458  6  3 91  0  0
 2  0      0 184093744  91016 5459680    0    0     0   133 20859 71992  6  3 91  0  0
 4  0      0 184091904  91036 5460032    0    0     0    74 22720 70499  6  3 91  0  0
 3  0      0 184109360  91052 5460076    0    0     0    83 20518 69584  6  3 91  0  0
 5  0      0 184103424  91068 5459700    0    0     0    75 22672 69563  6  3 91  0  0
 3  0      0 184072688  91084 5459828    0    0     0    82 20570 68877  6  3 91  0  0
 3  0      0 183997616  91100 5459916    0    0     0    86 22988 71207  6  3 91  0  0
 1  0      0 184046048  91116 5460388    0    0     0   132 23060 67810  6  3 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 183977552  91132 5460544    0    0     0    78 23255 70470  6  3 91  0  0
 4  0      0 183912576  91148 5461420    0    0     0    86 21782 70642  6  3 91  0  0
 1  0      0 183986224  91164 5460508    0    0     0    77 23020 69182  6  3 91  0  0
59  0      0 188745600  91308 2093468    0    0     0   125 10137 18190 17  5 78  0  0
 2  0      0 185538960  91384 4793484    0    0     0   161 22899 77238 14  6 80  0  0
 2  0      0 185025888  91404 5083748    0    0     0   125 21228 73391  6  3 91  0  0
 3  0      0 184806976  91420 5084280    0    0     0    69 20216 72185  6  3 91  0  0
 5  0      0 184710288  91436 5128876    0    0     0    71 21009 73071  6  3 91  0  0
 2  0      0 184554160  91452 5128840    0    0     0    64 23668 72359  6  3 91  0  0
 5  0      0 184430176  91468 5129272    0    0     0    73 23647 71711  6  3 91  0  0
 4  0      0 184249360  91484 5282012    0    0     0   112 20454 69680  6  3 91  0  0
 2  0      0 184233664  91500 5282104    0    0     0    77 20693 72891  6  3 91  0  0
 5  0      0 184053504  91516 5480212    0    0     0    64 21479 73497  6  3 91  0  0
 2  0      0 184165600  91532 5479540    0    0     0    78 23664 70774  6  3 91  0  0
 1  0      0 183913280  91548 5480308    0    0     0   101 23411 71039  6  3 91  0  0
 1  0      0 183849888  91568 5480336    0    0     0    84 21964 78075  6  3 91  0  0
 6  0      0 183882176  91584 5480676    0    0     0   122 23616 72319  6  3 91  0  0
 4  0      0 183699904  91600 5480368    0    0     0    62 20580 71465  6  3 91  0  0
 2  0      0 183604176  91616 5480460    0    0     0    65 22865 73867  6  3 91  0  0
 1  0      0 183709920  91632 5480884    0    0     0    73 24227 69840  6  3 91  0  0
 1  0      0 183656864  91648 5481096    0    0     0    77 22983 68420  6  3 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 183755520  91676 5481764    0    0     0    74 20520 69036  6  3 91  0  0
 7  0      0 183690016  91712 5481296    0    0     0   126 23871 72506  6  3 91  0  0
 3  0      0 183627296  91756 5481212    0    0     0    80 23550 69513  6  3 91  0  0
 6  0      0 183653152  91804 5481364    0    0     0    86 23020 68749  6  3 91  0  0
 1  0      0 183507808  91848 5481944    0    0     0    86 20576 70958  6  3 91  0  0
 4  0      0 183508032  91864 5481672    0    0     0   114 22588 69557  6  3 91  0  0
 2  0      0 183446272  91884 5481760    0    0     0    92 20883 72139  6  3 91  0  0
 5  0      0 183467072  91900 5482060    0    0     0   131 24572 69442  6  3 91  0  0
 6  0      0 183634928  91916 5482280    0    0     0    82 24894 69423  6  3 91  0  0
 8  0      0 183767616  91932 5482312    0    0     0    84 22025 69403  6  3 91  0  0
 3  0      0 183618368  91948 5482584    0    0     0    87 22365 71483  6  3 91  0  0
 3  0      0 183708800  91964 5482268    0    0     0    77 23788 71352  6  3 91  0  0
 3  0      0 183737408  91980 5482648    0    0     0   118 23241 70103  6  3 91  0  0
 5  0      0 183584016  91996 5483448    0    0     0   133 20504 70037  6  3 91  0  0
 1  0      0 183649536  92016 5482892    0    0     0    59 24047 73342  6  3 91  0  0
 2  0      0 183660160  92032 5483088    0    0     0    74 21257 70792  6  3 91  0  0
 2  0      0 183641344  92048 5483204    0    0     0    82 21363 70803  6  3 91  0  0
 4  0      0 183594464  92064 5483396    0    0     0    83 23723 69932  6  3 91  0  0
 0  0      0 183937088  92080 5483480    0    0     0    84 19515 61102  5  3 92  0  0
 1  0      0 183942176  92088 5483776    0    0     0    83 12510 21344  1  0 99  0  0
 0  0      0 183947056  92104 5483780    0    0     0    27 12579 21317  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 183950976  92120 5483780    0    0     0    14 12659 21322  1  0 99  0  0
 1  0      0 183956864  92136 5483784    0    0     0    21 12493 21271  1  0 99  0  0
 0  0      0 183964160  92152 5483784    0    0     0    13 12414 21226  1  0 99  0  0
 0  0      0 183969488  92168 5483844    0    0     0    28 12452 21204  1  0 99  0  0
 0  0      0 183975168  92312 5484060    0    0     0   100 12566 21200  1  0 99  0  0
 0  0      0 183979744  92328 5484060    0    0     0    13 12485 21196  1  0 99  0  0
 1  0      0 183984528  92344 5484064    0    0     0    22 12487 21217  1  0 99  0  0
 0  0      0 183989280  92360 5484064    0    0     0    15 12554 21174  1  0 99  0  0
 0  0      0 183993872  92376 5484064    0    0     0    20 12593 21157  1  0 99  0  0
 1  0      0 183996928  92392 5484124    0    0     0    20 12489 21169  1  0 99  0  0
 0  0      0 184004944  92440 5484392    0    0     0   116 12366 21152  1  0 99  0  0
 3  0      0 184008256  92456 5484396    0    0     0    15 12496 21288  1  0 99  0  0
 0  0      0 184012384  92480 5484404    0    0     0    26 12524 21297  1  0 99  0  0
 0  0      0 184014432  92496 5484404    0    0     0    14 12485 21236  1  0 99  0  0
 0  0      0 184016832  92504 5484408    0    0     0    12 12487 21124  1  0 99  0  0
 0  0      0 184020640  92520 5484464    0    0     0    19 12406 21166  1  0 99  0  0
 1  0      0 184024608  92536 5484776    0    0     0   117 12463 21167  1  0 99  0  0
 0  0      0 184028048  92552 5484780    0    0     0    14 12394 21154  1  0 99  0  0
 0  0      0 184032288  92568 5484784    0    0     0    23 12451 21185  1  0 99  0  0
 0  0      0 184035888  92584 5484784    0    0     0    15 12342 21166  1  0 99  0  0
 0  0      0 184039248  92600 5484788    0    0     0    22 12324 21198  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 184040080  92616 5484852    0    0     0    20 12485 21302  1  0 99  0  0
 0  0      0 184046368  92632 5485048    0    0     0   130 12558 21137  1  0 99  0  0
 2  0      0 184048784  92652 5485052    0    0     0    26 12622 21245  1  0 99  0  0
 0  0      0 184051200  92668 5485056    0    0     0    18 12580 21265  1  0 99  0  0
 0  0      0 184052848  92684 5485060    0    0     0    15 12418 21206  1  0 99  0  0
 1  0      0 184054272  92700 5485060    0    0     0    22 12407 21141  1  0 99  0  0
 0  0      0 184055920  92716 5485120    0    0     0    23 12594 21180  1  0 99  0  0
 0  0      0 184060160  92732 5485420    0    0     0   107 12636 21153  1  0 99  0  0
 1  0      0 184064112  92748 5485420    0    0     0    14 12481 21174  1  0 99  0  0
 0  0      0 184064192  92764 5485420    0    0     0    14 12522 21191  1  0 99  0  0
 0  0      0 184067360  92780 5485424    0    0     0    36 12482 21172  1  0 99  0  0
 0  0      0 184069152  92796 5485424    0    0     0    20 12396 21182  1  0 99  0  0
 0  0      0 184071184  92812 5485480    0    0     0    22 12414 21169  1  0 99  0  0
 1  0      0 184073552  92828 5485772    0    0     0   108 12359 21118  1  0 99  0  0
 0  0      0 184075904  92844 5485772    0    0     0    14 12521 21277  1  0 99  0  0
 0  0      0 184078880  92860 5485776    0    0     0    19 12654 21267  1  0 99  0  0
 0  0      0 184080096  92876 5485776    0    0     0    16 12618 21207  1  0 99  0  0
 1  0      0 184082736  92892 5485780    0    0     0    18 12604 21133  1  0 99  0  0
 0  0      0 184087856  92908 5485836    0    0     0    27 12534 21136  1  0 99  0  0
 0  0      0 184088464  92924 5486088    0    0     0    98 12662 21118  1  0 99  0  0
 1  0      0 184089840  92940 5486088    0    0     0    38 12343 21147  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 184090160  92956 5486092    0    0     0    15 12146 21154  1  0 99  0  0
 1  0      0 184091392  92972 5486092    0    0     0    21 12208 21169  1  0 99  0  0
 0  0      0 184091888  92988 5486096    0    0     0    17 12229 21155  1  0 99  0  0
 0  0      0 184091856  93004 5486152    0    0     0    25 12197 21182  1  0 99  0  0
 1  0      0 184083920  93020 5486388    0    0     0   102 12627 21280  1  0 99  0  0
 2  0      0 184072912  93036 5486404    0    0     0   136 13535 21544  1  1 98  0  0
 1  0      0 184075584  93052 5486404    0    0     0    52 12418 21242  1  0 99  0  0
 0  0      0 184076992  93068 5486404    0    0     0    20 12459 21206  1  0 99  0  0
 0  0      0 184078288  93084 5486408    0    0     0    17 12323 21198  1  0 99  0  0
 0  0      0 184078768  93100 5486464    0    0     0    42 12312 21186  1  0 99  0  0
 0  0      0 184076352  93116 5486776    0    0     0   117 12414 21187  1  0 99  0  0
 1  0      0 184074944  93132 5486776    0    0     0    50 12433 21232  1  0 99  0  0
 0  0      0 184073632  93148 5486780    0    0     0    72 12470 21227  1  0 99  0  0
 0  0      0 184075216  93164 5486792    0    0     0    39 12302 21163  1  0 99  0  0
 0  0      0 184076096  93180 5486796    0    0     0    60 12552 21228  1  0 99  0  0
 0  0      0 184078608  93196 5486864    0    0     0    70 12508 21239  1  0 99  0  0
 0  0      0 184080128  93212 5487132    0    0     0   159 12570 21253  1  0 99  0  0
 0  0      0 184080848  93228 5487132    0    0     0    32 12455 21221  1  0 99  0  0
 2  0      0 184080384  93244 5487132    0    0     0    12 12575 21263  1  0 99  0  0
 0  0      0 184081264  93260 5487136    0    0     0    30 12582 21263  1  0 99  0  0
 0  0      0 184083200  93276 5487136    0    0     0    19 12278 21171  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 184084272  93292 5487192    0    0     0    18 12248 21164  1  0 99  0  0
 0  0      0 184085520  93308 5487416    0    0     0    75 12370 21146  1  0 99  0  0
 0  0      0 184085888  93324 5487420    0    0     0    38 12367 21199  1  0 99  0  0
 0  0      0 184086064  93340 5487424    0    0     0    13 12341 21103  1  0 99  0  0
 0  0      0 184086176  93356 5487424    0    0     0    22 12421 21211  1  0 99  0  0
 1  0      0 184086528  93372 5487424    0    0     0    13 12396 21181  1  0 99  0  0
 0  0      0 184087760  93388 5487488    0    0     0    29 12368 21183  1  0 99  0  0
 0  0      0 184088080  93404 5487784    0    0     0    99 12383 21144  1  0 99  0  0
 2  0      0 184087968  93420 5487784    0    0     0    18 12441 21291  1  0 99  0  0
 1  0      0 184088704  93436 5487792    0    0     0    14 12453 21267  1  0 99  0  0
 0  0      0 184090096  93452 5487796    0    0     0    23 12469 21250  1  0 99  0  0
 1  0      0 184091664  93468 5487800    0    0     0    13 12401 21238  1  0 99  0  0
 0  0      0 184091760  93484 5487856    0    0     0    56 12463 21205  1  0 99  0  0
 0  0      0 184091040  93500 5488156    0    0     0   101 12424 21177  1  0 99  0  0
 0  0      0 184089104  93516 5488164    0    0     0    62 12553 21217  1  0 99  0  0
 0  0      0 184089200  93532 5488164    0    0     0    23 12395 21165  1  0 99  0  0
 0  0      0 184090784  93548 5488164    0    0     0    13 12321 21183  1  0 99  0  0
 0  0      0 184090448  93564 5488168    0    0     0    36 12489 21222  1  0 99  0  0
 1  0      0 184082784  93644 5488708    0    0     1   147 12893 21378  1  0 99  0  0
 0  0      0 184086608  93664 5488936    0    0     0   144 12376 21181  1  0 99  0  0
 1  0      0 184085280  93680 5488944    0    0     0    36 12330 21249  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 184084800  93696 5488948    0    0     0    16 12488 21298  1  0 99  0  0
 0  0      0 184085728  93712 5488940    0    0     0    24 12487 21278  1  0 99  0  0
 2  0      0 184084608  93728 5488952    0    0     0    24 12514 21273  1  0 99  0  0
 1  0      0 184083648  93744 5489000    0    0     0    28 12578 21353  1  0 99  0  0
 2  0      0 184036608  93768 5489264    0    0     0   111 12877 21829  2  0 98  0  0
 1  0      0 188198032  93812 5489348    0    0     0    62 13312 22694  3  3 94  0  0
 5  0      0 188907344  93992 1956696    0    0     0   292 10322 28498 26  4 70  0  0
 4  0      0 188746784  94008 1976252    0    0     0   156 17875 55801  9  2 89  0  0
 3  0      0 188674688  94028 1978260    0    0     0   144 17966 55280  9  2 89  0  0
 4  0      0 188628912  94060 1978708    0    0     0   124 17967 55062  9  2 89  0  0
 1  0      0 188634208  94164 1979192    0    0     0   146 17981 54168  9  2 89  0  0
 5  0      0 188591584  94184 1979648    0    0     0   150 17935 55070  9  2 89  0  0
 4  0      0 188538560  94204 1980340    0    0     0   186 17966 54490  9  2 89  0  0
 7  0      0 188503008  94224 1980808    0    0     0   164 17892 54765  9  2 89  0  0
 8  0      0 188490880  94240 1981264    0    0     0   150 17812 54254  9  2 89  0  0
 2  0      0 188479744  94256 1981704    0    0     0   150 17814 53515  9  2 89  0  0
 3  0      0 188485488  94272 1982180    0    0     0   142 17855 55143 10  2 88  0  0
 1  0      0 192061632  94328 1929508    0    0     0   184 11867 33743  6  2 92  0  0
 6  0      0 188520112  94480 2033500    0    0     0   220 17038 47918 29  4 66  0  0
 3  0      0 188339568  94496 2036280    0    0     0   144 17739 54778 10  2 88  0  0
 3  0      0 188236704  94516 2037512    0    0     0   139 17505 52607 10  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 188141744  94620 2037968    0    0     0   149 17825 53294 10  2 89  0  0
 8  0      0 188105536  94664 2038396    0    0     0   167 17788 52474 10  2 89  0  0
 3  0      0 188067232  94684 2038848    0    0     0   160 17648 52179  9  2 89  0  0
 4  0      0 188004848  94704 2039520    0    0     0   228 17763 53078 10  2 89  0  0
 5  0      0 187989232  94720 2039944    0    0     0   175 17702 51722 10  2 89  0  0
 6  0      0 187939968  94736 2040376    0    0     0   177 17761 53253 10  2 89  0  0
 5  0      0 187920160  94752 2040844    0    0     0   194 17668 52889 10  2 89  0  0
 3  0      0 187941632  94772 2041260    0    0     0   162 17629 52116 10  2 88  0  0
 1  0      0 192106352  94836 1936016    0    0     0   161 12318 33025  7  2 91  0  0
 6  0      0 188214592  94992 2095352    0    0     0   227 16897 50018 29  4 66  0  0
 8  0      0 187977920  95032 2095836    0    0     0   302 17648 54169 10  2 88  0  0
 4  0      0 187813120  95052 2098632    0    0     0   124 17699 52672 10  2 88  0  0
 5  0      0 187817184  95136 2099088    0    0     0   157 17867 54619 10  2 88  0  0
 2  0      0 187725088  95204 2099520    0    0     0   166 17716 52169 10  2 88  0  0
 6  0      0 187579728  95220 2099952    0    0     0   169 17676 52082 10  2 88  0  0
 6  0      0 187507584  95240 2100608    0    0     0   239 17707 51739 10  2 88  0  0
 5  0      0 187450240  95256 2101032    0    0     0   145 17769 53400 10  2 88  0  0
 5  0      0 187385312  95276 2101480    0    0     0   181 17699 52810 10  2 88  0  0
 3  0      0 187323328  95296 2102060    0    0     7   184 17725 52165 10  2 88  0  0
 5  0      0 187406560  95312 2102508    0    0     0   184 17729 52717 10  2 88  0  0
 0  0      0 192145888  95360 1943292    0    0     0   190 14416 39162  8  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 188102368  95520 2156160    0    0     0   247 14452 39410 28  4 68  0  0
 6  0      0 187605904  95536 2156592    0    0     0   148 17484 53166 10  2 88  0  0
 7  0      0 187345536  95552 2157020    0    0     0   126 17626 52273 10  2 88  0  0
 9  0      0 187270304  95592 2157408    0    0     0   125 17708 52091 10  2 88  0  0
 3  0      0 187232288  95700 2157844    0    0     0   168 17674 51813 11  2 88  0  0
 4  0      0 187080784  95720 2158264    0    0     0   170 17676 51847 10  2 88  0  0
10  0      0 186961056  95740 2158892    0    0     0   202 17602 50487 10  2 88  0  0
 5  0      0 186863280  95760 2159324    0    0     0   147 17659 52745 11  2 87  0  0
 4  0      0 186847168  95776 2159744    0    0     0   167 17649 51891 10  2 88  0  0
 7  0      0 186839856  95792 2160156    0    0     0   115 17569 51833 11  2 88  0  0
 5  0      0 186765744  95808 2160572    0    0     0   156 17629 51493 10  2 88  0  0
 6  0      0 186956800  95824 2161020    0    0     0   162 17526 51242 11  2 87  0  0
52  0      0 189726160  95960 1950988    0    0     0   179 9641 21169 14  3 83  0  0
 7  0      0 187530144  96036 2180888    0    0     0   249 19024 56859 21  4 75  0  0
 4  0      0 187301712  96056 2206632    0    0     0   154 17361 47818  9  2 89  0  0
 3  0      0 186934800  96076 2222644    0    0     0   134 17508 48180  9  2 89  0  0
 4  0      0 186850624  96096 2223012    0    0     0   144 17369 47584  9  2 89  0  0
 5  0      0 186812080  96228 2223348    0    0     0   145 17358 47043  9  2 89  0  0
 3  0      0 186725984  96252 2223776    0    0     0   170 17404 48210 10  2 88  0  0
 3  0      0 186554880  96268 2224380    0    0     0   207 17709 49906 10  2 88  0  0
 7  0      0 186351200  96292 2224724    0    0     0   162 17570 47898 10  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 186293600  96312 2225112    0    0     0   158 17603 49118 10  2 88  0  0
 5  0      0 186306960  96332 2225464    0    0     0   140 17450 47536 10  2 89  0  0
 5  0      0 186249120  96348 2225828    0    0     0   165 17438 47823 10  2 89  0  0
 7  0      0 186161296  96364 2226256    0    0     0   178 17483 48297 10  2 88  0  0
 7  0      0 186301344  96380 2226892    0    0     0   211 17430 47647 10  2 88  0  0
 2  0      0 192103744  96444 1957448    0    0     0   172 12710 33267  7  3 90  0  0
 3  0      0 187732512  96600 3178328    0    0     0   188 14904 39729 27  4 69  0  0
 5  0      0 187552512  96616 3292212    0    0     0   131 15881 39995  6  1 93  0  0
 2  0      0 187464032  96636 3292396    0    0     0    90 16258 40513  6  1 93  0  0
 2  0      0 187428848  96652 3311420    0    0     0   102 16101 38885  6  1 93  0  0
 6  0      0 187409536  96668 3311600    0    0     0    80 16182 39998  6  1 93  0  0
 4  0      0 187380176  96684 3311808    0    0     0    96 16157 38776  6  1 93  0  0
 4  0      0 187346240  96704 3312204    0    0     0   142 16007 38480  6  1 93  0  0
 2  0      0 187339392  96720 3312392    0    0     0    86 16106 39338  6  1 93  0  0
 3  0      0 187319760  96748 3312568    0    0     0    90 15963 38389  6  1 93  0  0
 2  0      0 187305600  96836 3312768    0    0     0   122 16126 39570  6  1 93  0  0
 3  0      0 187295392  96892 3312952    0    0     0   124 16011 38357  6  1 93  0  0
 2  0      0 187230064  96912 3379676    0    0     0   141 16117 38760  6  1 93  0  0
 1  0      0 187224448  96928 3380460    0    0     0   176 15978 38487  6  1 93  0  0
 1  0      0 187231232  96944 3380636    0    0     0   136 16046 38774  6  1 93  0  0
 3  0      0 187233504  96960 3380824    0    0     0   132 15975 38813  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 187240272  96976 3380984    0    0     0   119 15823 37426  6  1 93  0  0
 3  0      0 187224368  96992 3381176    0    0     0   130 16129 39136  6  1 93  0  0
 3  0      0 187203072  97008 3381388    0    0     0   136 15979 38091  6  1 93  0  0
71  0      0 188559888  97212 2000880    0    0     0   116 10301 26687 23  4 73  0  0
 3  0      0 187520688  97228 3278776    0    0     0   206 16486 40148  8  2 90  0  0
 1  0      0 187450816  97248 3278956    0    0     0   129 16086 40200  6  1 93  0  0
 2  0      0 187343328  97264 3362044    0    0     0   107 16430 41573  6  1 93  0  0
 2  0      0 187315904  97280 3362232    0    0     0    90 16471 40794  6  1 93  0  0
 2  0      0 187289568  97312 3376028    0    0     0   138 16361 41205  6  1 93  0  0
 8  0      0 187220672  97332 3376488    0    0     0   100 16401 40894  6  1 93  0  0
 5  0      0 187191616  97348 3389268    0    0     0   136 16401 40611  6  1 93  0  0
 1  0      0 187171232  97612 3389568    0    0     0   372 17013 40372  6  1 93  0  0
 2  0      0 187172000  97700 3389772    0    0     0   153 16356 41096  6  1 93  0  0
 2  0      0 187162880  97756 3390004    0    0     0   139 16183 40388  6  1 93  0  0
 3  0      0 187146464  97772 3390212    0    0     0   132 16178 40021  6  1 93  0  0
 3  0      0 187183472  97788 3390612    0    0     0   175 16098 40092  6  1 93  0  0
 2  0      0 187168576  97804 3390892    0    0     0   171 15913 38771  6  1 93  0  0
 2  0      0 187167248  97820 3391084    0    0     0   114 16274 40770  6  1 93  0  0
 6  0      0 187145376  97836 3391300    0    0     0   144 16321 40460  6  1 93  0  0
42  0      0 191334624  97868 1968528    0    0     0   144 8700 17948  5  2 92  0  0
 4  0      0 187053024  98028 3695660    0    0     0   242 17377 44591 25  4 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 186771552  98044 3863804    0    0     0    87 15465 35366  5  1 94  0  0
 3  0      0 186671504  98064 3924080    0    0     0    71 15584 35506  5  1 94  0  0
 2  0      0 186609792  98080 3950068    0    0     0    96 15731 35678  5  1 94  0  0
 3  0      0 186480256  98096 4086112    0    0     0    80 15558 35009  5  1 94  0  0
 1  0      0 186424320  98112 4086312    0    0     0   116 15908 35503  5  1 94  0  0
 1  0      0 186405136  98128 4086700    0    0     0   191 15742 35201  5  1 94  0  0
 5  0      0 186347808  98144 4086832    0    0     0   112 15632 35088  5  1 94  0  0
 1  0      0 186305664  98160 4086956    0    0     0   109 15569 35055  5  1 94  0  0
 3  0      0 186255888  98176 4087116    0    0     0    86 15563 35472  5  1 94  0  0
 5  0      0 186280480  98192 4100552    0    0     0    85 15532 34858  5  1 94  0  0
 2  0      0 186225824  98232 4132040    0    0     0   101 15519 35072  5  1 94  0  0
 3  0      0 186226000  98296 4132484    0    0     0   147 15503 34954  5  1 94  0  0
 3  0      0 186175536  98368 4132636    0    0     0    98 15412 35698  5  1 94  0  0
 3  0      0 186141360  98384 4132848    0    0     0   119 15503 35230  5  1 94  0  0
 3  0      0 186206032  98400 4132976    0    0     0   153 15449 34529  5  1 94  0  0
 1  0      0 186226896  98416 4133116    0    0     0   125 15510 34475  5  1 94  0  0
 1  0      0 186200976  98432 4178560    0    0     0   107 15418 34784  5  1 94  0  0
 2  0      0 186172000  98456 4178992    0    0     0   175 15359 34433  5  1 94  0  0
 1  0      0 186158912  98472 4179120    0    0     0   112 15391 34691  5  1 94  0  0
 3  0      0 186173904  98488 4179268    0    0     0   100 15396 35136  5  1 94  0  0
 2  0      0 186157216  98572 4179456    0    0     0   145 15556 35035  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 186146336  98588 4179600    0    0     0   108 15392 34855  5  1 94  0  0
 2  0      0 192049040  98640 1974768    0    0     0    69 11150 23451  4  3 93  0  0
 1  0      0 187132896  98796 3649464    0    0     0   218 14514 36590 26  4 69  0  0
 4  0      0 186723424  98812 3880312    0    0     0   128 15613 36720  5  1 93  0  0
 4  0      0 186549744  98832 3998360    0    0     0    77 15535 35820  5  1 94  0  0
 1  0      0 186441888  98848 4032200    0    0     0    77 15616 35999  5  1 94  0  0
 2  0      0 186375152  98864 4032316    0    0     0    96 15605 35324  5  1 94  0  0
 1  0      0 186388736  98880 4032472    0    0     0    82 15429 34906  5  1 94  0  0
 1  0      0 186332320  98896 4032864    0    0     0   128 15389 35104  5  1 94  0  0
 3  0      0 186281056  98912 4033012    0    0     0    87 15440 35283  5  1 94  0  0
 2  0      0 186218272  98932 4033152    0    0     0    82 15564 35865  5  1 94  0  0
 2  0      0 186183680  98948 4033284    0    0     0    83 15336 34867  5  1 94  0  0
 1  0      0 186140224  98968 4077908    0    0     0    87 15644 35233  5  1 94  0  0
 3  0      0 186152048  99004 4078064    0    0     0   114 15432 34485  5  1 94  0  0
