Linux 5.15.0-131-generic (node0.parthaw-241019.hyflowtm-pg0.wisc.cloudlab.us) 	02/11/2025 	_x86_64_	(40 CPU)

02:02:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:31:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:32:18 PM     all      2.50      0.00      0.01      0.00      0.00     97.49
03:33:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:34:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:35:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.47
03:36:18 PM     all      2.55      0.00      0.02      0.00      0.00     97.43
03:37:18 PM     all      2.52      0.00      0.01      0.00      0.00     97.47
03:38:18 PM     all      2.54      0.00      0.02      0.00      0.00     97.44
03:39:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.49
03:40:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.47
03:41:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.47
03:42:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:43:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:44:18 PM     all      2.50      0.00      0.01      0.00      0.00     97.49
03:45:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:46:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.47
03:47:18 PM     all      2.50      0.00      0.02      0.00      0.00     97.48
03:48:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:49:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:50:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.47
03:51:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.48
03:52:18 PM     all      2.50      0.00      0.02      0.00      0.00     97.48
03:53:18 PM     all      2.50      0.00      0.01      0.00      0.00     97.48
03:54:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
03:55:18 PM     all      2.50      0.00      0.01      0.00      0.00     97.48
03:56:18 PM     all      2.50      0.00      0.02      0.00      0.00     97.48
03:57:18 PM     all      2.50      0.00      0.02      0.00      0.00     97.48
03:58:18 PM     all      2.50      0.00      0.02      0.00      0.00     97.48
03:59:18 PM     all      2.50      0.00      0.01      0.00      0.00     97.49
04:00:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
04:01:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
04:02:18 PM     all      2.50      0.00      0.01      0.00      0.00     97.49
04:03:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.47
04:04:18 PM     all      2.51      0.00      0.02      0.00      0.00     97.48
04:05:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.48
04:06:18 PM     all      2.51      0.00      0.01      0.00      0.00     97.47
04:07:18 PM     all      2.53      0.00      0.02      0.00      0.00     97.46
04:08:18 PM     all      2.53      0.00      0.03      0.00      0.00     97.44
04:09:18 PM     all      1.55      0.00      0.02      0.00      0.00     98.43
04:10:18 PM     all      0.03      0.00      0.01      0.00      0.00     99.96
04:11:18 PM     all      0.02      0.00      0.01      0.00      0.00     99.97
04:12:18 PM     all      0.01      0.00      0.01      0.00      0.00     99.98
04:13:18 PM     all      0.01      0.00      0.01      0.00      0.00     99.98
04:14:18 PM     all      0.01      0.00      0.01      0.00      0.00     99.98
04:15:18 PM     all      0.01      0.00      0.01      0.00      0.00     99.97
04:16:18 PM     all      0.02      0.00      0.03      0.00      0.00     99.95
04:17:18 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:18:18 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
04:19:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:20:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:21:18 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
04:22:18 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
04:23:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.94
04:24:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:25:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:26:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:27:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.94
04:28:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.94
04:29:18 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
04:30:18 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:31:18 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
04:32:18 PM     all      0.02      0.00      0.02      0.00      0.00     99.96
Average:        all      2.12      0.00      0.02      0.00      0.00     97.86
