Linux 5.15.0-131-generic (node0.parthaw-244100.hyflowtm-pg0.clemson.cloudlab.us) 	03/01/2025 	_x86_64_	(128 CPU)

11:23:04 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:05:44 AM 513897828 513895184   4624944      0.88    206696   7823504  16173840      3.02   3356156   7386296       268
12:05:54 AM 501162580 501164548  14462188      2.74    207164  10636040 119382032     22.26   3358112  19672544       100
12:06:04 AM 500530112 500531800  14753604      2.79    207180  10975204 120057300     22.39   3358132  20314736       788
12:06:14 AM 500371380 500373220  14803848      2.80    207196  11085516 120252372     22.42   3358144  20474020       408
12:06:24 AM 500061808 500063808  15110892      2.86    207212  11086844 120404788     22.45   3358156  20678568        40
12:06:34 AM 500026528 500028724  15145900      2.87    207228  11086992 120347456     22.44   3358176  20642596         0
12:06:44 AM 500076180 500078532  15095612      2.86    207244  11087176 120373244     22.44   3358188  20619812       224
12:06:54 AM 500029120 500032300  15143436      2.87    207264  11087984 120424816     22.45   3358208  20732980       328
12:07:04 AM 499891788 499895152  15279568      2.89    207280  11091656 120553748     22.48   3358228  20856880       224
12:07:14 AM 499811276 499814992  15355828      2.91    207304  11091980 120655396     22.50   3358396  20911800       132
12:07:24 AM 499773536 499777376  15393676      2.92    207320  11092144 120622888     22.49   3358404  20944820       304
12:07:34 AM 499808328 499812372  15359852      2.91    207388  11092296 120638124     22.49   3358456  20950512       248
12:07:44 AM 499838452 499842772  15333296      2.90    207452  11092512 120653360     22.50   3358536  20939048       256
12:07:54 AM 499736076 499741616  15433396      2.92    207492  11093700 120682656     22.50   3358576  21011600       460
12:08:04 AM 499760240 499765976  15409052      2.92    207512  11093856 120673260     22.50   3358596  20977732       252
12:08:14 AM 499821648 499827572  15347628      2.91    207528  11094008 120583036     22.48   3358612  20878292       256
12:08:24 AM 499771908 499777988  15397208      2.92    207544  11094152 120532640     22.47   3358628  20881768       348
12:08:34 AM 499800472 499806732  15369788      2.91    207552  11094332 120554904     22.48   3358644  20878608       288
12:08:44 AM 499835040 499841472  15333372      2.90    207568  11094520 120579508     22.48   3358648  20864508       224
12:08:54 AM 499757792 499765084  15408068      2.92    207584  11095420 120577828     22.48   3358672  20925912       240
12:09:04 AM 512836780 512844652   5225692      0.99    207608   8282176  20651932      3.85   3633580   8215584       620
12:09:14 AM 501279428 501292964  14246200      2.70    208068  10730816 118544804     22.10   3360084  19691464       520
12:09:24 AM 499903452 499917868  14725004      2.79    208080  11622984 120569920     22.48   3360104  20918776       224
12:09:34 AM 499248704 499262988  14905600      2.82    208096  12099720 121101228     22.58   3360116  21554364        88
12:09:44 AM 499101612 499116008  15053288      2.85    208112  12099936 121232484     22.61   3360132  21676952        64
12:09:54 AM 499103200 499117616  15051812      2.85    208128  12100064 121238084     22.61   3360148  21620876        72
12:10:04 AM 498926608 498941644  15225108      2.88    208144  12100212 121202812     22.60   3360160  21665272       180
12:10:14 AM 498883292 498899980  15268968      2.89    208164  12100948 121271572     22.61   3360180  21673868        80
12:10:24 AM 498745928 498762128  15406824      2.92    208180  12101096 121395396     22.64   3360192  21856304        96
12:10:34 AM 498768748 498784952  15385780      2.91    208204  12101252 121487604     22.65   3360228  21906564       332
12:10:44 AM 498716068 498732616  15433640      2.92    208220  12101456 121527056     22.66   3360232  22012424         8
12:10:54 AM 498843908 498860776  15305744      2.90    208240  12101588 121408276     22.64   3360256  21869320       272
12:11:04 AM 498847096 498863856  15304736      2.90    208280  12101744 121467656     22.65   3360296  21901072       260
12:11:14 AM 498650816 498668748  15489524      2.93    208364  12113872 121535676     22.66   3360372  22032576       856
12:11:24 AM 498619364 498637692  15520616      2.94    208412  12114028 121601672     22.67   3360432  22049712       324
12:11:34 AM 498727760 498746144  15410868      2.92    208428  12114180 121497360     22.65   3360448  21982616       296
12:11:44 AM 498775336 498793808  15365792      2.91    208444  12114364 121400468     22.64   3360468  21880272       312
12:11:54 AM 498814760 498833304  15328164      2.90    208460  12114504 121042252     22.57   3360484  21851656       256
12:12:04 AM 498899980 498918740  15240800      2.89    208476  12114668 121294084     22.62   3360496  21798680       264
12:12:14 AM 498837664 498857808  15298440      2.90    208492  12115556 121329400     22.62   3360516  21810020       860
12:12:24 AM 498804760 498824560  15335496      2.90    208504  12115708 121351656     22.63   3360524  21856972       148
12:12:34 AM 498738352 498758944  15397564      2.92    208520  12115856 121398536     22.64   3360536  21894876       216
12:12:44 AM 498624720 498644936  15514504      2.94    208536  12116048 121448164     22.65   3360552  21972476       240
12:12:54 AM 514005064 514025736   4491980      0.85    208592   7842780  18553176      3.46   3360068   7302112       856
12:13:04 AM 500376852 500402580  14580404      2.76    209040  11291932 120259012     22.42   3362076  20468060       140
12:13:14 AM 499495976 499522048  14948044      2.83    209048  11809420 120884132     22.54   3362092  21312932       188
12:13:24 AM 499374384 499400764  15070860      2.85    209064  11809560 121016972     22.56   3362108  21382612       164
12:13:34 AM 499063296 499089772  15296224      2.90    209080  11894024 121249720     22.61   3362124  21703388       180
12:13:44 AM 498812292 498838944  15399304      2.92    209096  12041096 121448892     22.65   3362140  21861920       160
12:13:54 AM 498881880 498908672  15329564      2.90    209112  12041240 121416064     22.64   3362156  21790372       120
12:14:04 AM 498696916 498724528  15512788      2.94    209132  12042000 121465324     22.65   3362176  21940668       144
12:14:14 AM 498584896 498612816  15625868      2.96    209148  12042156 121587576     22.67   3362192  22001896        96
12:14:24 AM 498339000 498368112  15863840      3.00    209164  12042296 121704780     22.69   3362208  22185728       124
12:14:34 AM 498353276 498382744  15852720      3.00    209184  12042444 121750472     22.70   3362228  22217332        96
12:14:44 AM 498385804 498416212  15812984      3.00    209216  12042636 121724712     22.70   3362252  22165032       520
12:14:54 AM 498301792 498331168  15902500      3.01    209280  12042768 121753212     22.70   3362300  22236620        68
12:15:04 AM 498351540 498381916  15852904      3.00    209344  12043936 121771596     22.71   3362376  22236620       340
12:15:14 AM 498216552 498246964  15985332      3.03    209372  12045640 121855172     22.72   3362408  22373976       280
12:15:24 AM 498385236 498415756  15818492      3.00    209388  12045796 121693980     22.69   3362424  22199488       432
12:15:34 AM 498406708 498437784  15795536      2.99    209412  12045948 121632512     22.68   3362456  22111040       452
12:15:44 AM 498429168 498460268  15774652      2.99    209428  12046140 121605940     22.67   3362460  22124024       296
12:15:54 AM 498425308 498456456  15778136      2.99    209444  12046292 121668460     22.69   3362476  22171980       308
12:16:04 AM 498456592 498488660  15746544      2.98    209460  12047220 121700476     22.69   3362492  22153960       484
12:16:14 AM 498404656 498436832  15799492      2.99    209472  12047376 121706728     22.69   3362504  22200480       284
12:16:24 AM 513360024 513392472   5121220      0.97    209488   7852236  17124656      3.19   3362032   7899156       848
12:16:34 AM 501266784 501304192  14161536      2.68    209952  10817472 118560456     22.11   3363976  19727452       572
12:16:44 AM 498792016 498830632  14867588      2.82    209968  12583312 121614628     22.68   3363996  21983128       284
12:16:54 AM 498237272 498276476  15028668      2.85    209984  12978760 122028740     22.75   3364012  22548556       216
12:17:04 AM 497930584 497971320  15289480      2.90    210000  13020628 122252200     22.80   3364024  22689900       396
12:17:14 AM 497775704 497815524  15448628      2.93    210016  13020756 122369404     22.82   3364032  22905080       188
12:17:24 AM 497784724 497825664  15433388      2.92    210032  13020888 122303300     22.80   3364048  22829056       288
12:17:34 AM 497574540 497617192  15643564      2.96    210048  13021640 122417868     22.83   3364064  23011228       152
12:17:44 AM 497548168 497590584  15668728      2.97    210056  13021844 122519816     22.85   3364076  23056376       192
12:17:54 AM 497504052 497547172  15711844      2.98    210072  13021968 122592092     22.86   3364088  23068580        88
12:18:04 AM 497367672 497409832  15850748      3.00    210088  13022100 122634296     22.87   3364108  23196848       136
12:18:14 AM 497464420 497507136  15750216      2.98    210104  13022240 122556536     22.85   3364120  23059748       380
12:18:24 AM 497425896 497468300  15793344      2.99    210120  13022368 122542868     22.85   3364136  23104848        32
12:18:34 AM 497393336 497438040  15817192      3.00    210176  13023540 122595228     22.86   3364200  23116016       732
12:18:44 AM 497218516 497262468  15995488      3.03    210244  13023720 122704992     22.88   3364268  23284156       208
12:18:54 AM 497166784 497211480  16048356      3.04    210288  13023872 122808904     22.90   3364312  23341108       332
12:19:04 AM 497240980 497284752  15976532      3.03    210304  13024020 122733912     22.89   3364328  23318472       196
12:19:14 AM 497474516 497519480  15738952      2.98    210320  13024148 122450688     22.83   3364344  23019544       188
12:19:24 AM 497514224 497558876  15700296      2.97    210336  13024284 122422140     22.83   3364360  23011100       192
12:19:34 AM 497479992 497526012  15731500      2.98    210348  13025184 122451064     22.83   3364372  23036356       204
12:19:44 AM 497321236 497367808  15888016      3.01    210360  13025348 122541300     22.85   3364384  23149928       136
12:19:54 AM 497308644 497355752  15902464      3.01    210376  13025484 122542880     22.85   3364400  23162612       152
12:20:04 AM 497415036 497461896  15794968      2.99    210392  13025632 122491712     22.84   3364420  23059832       372
12:20:14 AM 497331180 497378336  15878640      3.01    210408  13025780 122531168     22.85   3364436  23134956       148
12:20:24 AM 497195976 497244700  15861928      3.00    210424  13174324 122735824     22.89   3364452  23320128       264
12:20:34 AM 507675600 507725636  10752216      2.04    210700   7862496  73918580     13.78   3364496  13614264       692
12:20:44 AM 499275424 499329752  14723512      2.79    210916  12233096 121226144     22.60   3365948  21566856       140
12:20:54 AM 498418328 498472036  15233896      2.89    210928  12578944 121776732     22.71   3365960  22301824       100
12:21:04 AM 498191736 498245264  15307788      2.90    210952  12736612 122142500     22.77   3365980  22566184       164
12:21:14 AM 497502136 497555480  15780052      2.99    210968  12956200 122560644     22.85   3365996  23094412        76
12:21:24 AM 497514876 497568164  15729784      2.98    210984  12989584 122490036     22.84   3366012  23036568        56
12:21:34 AM 497505984 497559432  15616396      2.96    211004  13112784 122620820     22.86   3366024  23080788       468
12:21:44 AM 497294356 497348580  15828636      3.00    211020  13113556 122698944     22.88   3366048  23260604       512
12:21:54 AM 497161880 497216268  15959868      3.02    211036  13113712 122899760     22.92   3366064  23410460       404
12:22:04 AM 496851268 496905696  16269148      3.08    211052  13113828 123091172     22.95   3366080  23699840       372
12:22:14 AM 497021600 497076164  16100956      3.05    211068  13113988 123001324     22.93   3366092  23583560       244
12:22:24 AM 497088464 497143180  16033720      3.04    211092  13114128 123009888     22.94   3366116  23515828       400
12:22:34 AM 497004140 497059176  16118540      3.05    211172  13114348 123032952     22.94   3366184  23617964       456
12:22:44 AM 496916444 496972688  16200948      3.07    211236  13115484 123107176     22.95   3366264  23674236       488
12:22:54 AM 496831700 496888112  16289084      3.09    211256  13115624 123218524     22.98   3366284  23744232       372
12:23:04 AM 497103388 497159964  16016632      3.03    211272  13115780 122892180     22.91   3366300  23501240       600
12:23:14 AM 497173104 497229884  15946472      3.02    211320  13115928 122811844     22.90   3366340  23375996       636
12:23:24 AM 497097248 497154136  16026824      3.04    211336  13116072 122858728     22.91   3366352  23478548       556
12:23:34 AM 497014856 497071992  16107000      3.05    211352  13116280 122915752     22.92   3366372  23534932       304
12:23:44 AM 497082984 497141024  16036492      3.04    211368  13117192 122923184     22.92   3366392  23495044       260
12:23:54 AM 497002200 497060384  16116928      3.05    211384  13117328 122950908     22.93   3366408  23569980       196
12:24:04 AM 497277292 497335652  15847196      3.00    211432  13117464 122759520     22.89   3366452  23275380       236
12:24:14 AM 513306540 513364040   5148432      0.98    211516   7871504  17766920      3.31   3366040   8011024       300
12:24:24 AM 503918552 503982676  14397836      2.73    211984   7929244 116596660     21.74   3367928  17078056       256
12:24:34 AM 503683772 503750020  14628280      2.77    212092   7932488 116889132     21.80   3368064  17245136       532
12:24:44 AM 513392120 513460124   5049916      0.96    212152   7879896  16741264      3.12   3367592   7948088      1088
12:24:54 AM 503428852 503502328  14817416      2.81    212588   7994216 117239408     21.86   3369500  17544780       260
12:25:04 AM 503149744 503225256  15093732      2.86    212720   7996112 117406432     21.89   3369632  17782360       464
12:25:14 AM 513767180 513844648   4661452      0.88    212732   7888292  16184080      3.02   3369124   7484492      1308
12:25:24 AM 503132940 503217088  15057104      2.85    213200   8046252 117378352     21.89   3371096  17825944       796
12:25:34 AM 502717696 502803724  15460260      2.93    213336   8057428 117734648     21.95   3371232  18220588       772
12:25:44 AM 502496200 502584052  15679792      2.97    213356   8059212 117824320     21.97   3371256  18361904      1196
12:25:54 AM 503704180 503797252  14432916      2.73    213692   8100260 115973020     21.62   3372540  17304828      3552
12:26:04 AM 502495924 502590660  15624700      2.96    213812   8114604 117896756     21.98   3372656  18452128      1120
12:26:14 AM 502040184 502136560  16077752      3.05    213856   8116240 118020120     22.01   3372720  18868888       580
12:26:24 AM 513632112 513730188   4760596      0.90    213880   7905072  16578124      3.09   3372224   7637444       904
12:26:34 AM 502463804 502566516  15596352      2.95    214356   8172972 117342836     21.88   3374180  18363812       380
12:26:44 AM 501864336 501968588  16191880      3.07    214488   8176352 118313112     22.06   3374288  18967304       416
12:26:54 AM 501530744 501636388  16523224      3.13    214512   8177728 118592412     22.11   3374336  19282632       380
12:27:04 AM 501324900 501431996  16727688      3.17    214524   8179116 118654920     22.12   3374348  19436272       344
12:27:14 AM 502991676 503103628  14073832      2.67    215016   9167532 116720300     21.76   3375760  17970184       152
12:27:24 AM 501983816 502096316  14280596      2.71    215036   9967444 118667292     22.13   3375836  18974184       172
12:27:34 AM 501909568 502022644  14353524      2.72    215048   9967976 118724280     22.14   3375844  19053900       176
12:27:44 AM 501860032 501973756  14402144      2.73    215144   9968564 118745924     22.14   3375920  19090816       660
12:27:54 AM 501862424 501976816  14398840      2.73    215204   9969132 118693364     22.13   3376008  19057440       228
12:28:04 AM 501855308 501970184  14401788      2.73    215220   9973216 118714732     22.14   3376012  19081472       580
12:28:14 AM 513033136 513148336   5355276      1.01    215284   7920508  19989728      3.73   3375588   8253032       804
12:28:24 AM 502101296 502222784  14246236      2.70    215704   9879168 118672496     22.13   3377452  18870832       260
12:28:34 AM 501966260 502088392  14379664      2.72    215712   9879804 118729976     22.14   3377468  18995668       240
12:28:44 AM 501871548 501994344  14473444      2.74    215752   9880420 118772068     22.15   3377492  19065796       396
12:28:54 AM 501861180 501984704  14470416      2.74    215864   9893432 118753504     22.14   3377612  19068344       476
12:29:04 AM 501858032 501982140  14472464      2.74    215880   9894016 118776452     22.15   3377632  19086792       240
12:29:14 AM 502309280 502436544  15911724      3.01    216340   8007432 109799608     20.47   3378432  18729740       280
12:29:24 AM 499907356 500036260  14327216      2.71    216368  11993872 120769348     22.52   3379096  21091048       744
12:29:34 AM 499681912 499811252  14509172      2.75    216380  12036564 120911792     22.55   3379112  21276688       400
12:29:44 AM 499584404 499714212  14606200      2.77    216400  12037040 120994452     22.56   3379124  21360568       220
12:29:54 AM 499571480 499701728  14618160      2.77    216436  12037452 120989636     22.56   3379160  21388484       504
12:30:04 AM 499501596 499632408  14687204      2.78    216560  12037868 121044288     22.57   3379280  21448312       568
12:30:14 AM 499603192 499734648  14584608      2.76    216568  12038660 120911292     22.55   3379300  21333264      1176
12:30:24 AM 499576664 499708972  14610868      2.77    216588  12039332 120944468     22.55   3379320  21362724       696
12:30:34 AM 513721548 513854772   4645652      0.88    216608   7934984  16174864      3.02   3378820   7541904       416
12:30:44 AM 500920452 501059408  14189000      2.69    217084  11114480 119818316     22.34   3380720  20109448       176
12:30:54 AM 499844692 499984148  14577940      2.76    217100  11800644 120749164     22.52   3380736  21164756       420
12:31:04 AM 499780864 499920764  14641092      2.77    217120  11801092 120755656     22.52   3380756  21198764       364
12:31:14 AM 499679244 499819580  14741764      2.79    217136  11801504 120863136     22.54   3380772  21312852       316
12:31:24 AM 499608052 499748944  14810004      2.81    217276  11804280 120942740     22.55   3380888  21395820       500
12:31:34 AM 499609424 499750764  14751252      2.79    217296  11861688 120863364     22.54   3380928  21338812       448
12:31:44 AM 499568872 499711224  14790648      2.80    217308  11862756 120912684     22.55   3380940  21390892       320
12:31:54 AM 513867604 514011888   4488560      0.85    217408   7943500  15814376      2.95   3380492   7414236       956
12:32:04 AM 500885768 501034340  14493556      2.75    217844  10835604 119707732     22.32   3382452  19945508       636
12:32:14 AM 500486960 500635796  14689104      2.78    217868  11027252 119847432     22.35   3382468  20263704       312
12:32:24 AM 500402968 500551888  14782548      2.80    217884  11027356 119931836     22.36   3382480  20319796       136
12:32:34 AM 500111804 500260916  14961396      2.83    217900  11138844 120100588     22.39   3382500  20546408       176
12:32:44 AM 500039808 500189092  15031924      2.85    217908  11139036 120097784     22.39   3382516  20516528       116
12:32:54 AM 499945960 500095432  15068624      2.85    217932  11198036 120209592     22.41   3382536  20663408       164
12:33:04 AM 499851364 500001596  15102716      2.86    217948  11257156 120335012     22.44   3382552  20780440       324
12:33:14 AM 499810868 499961284  15143224      2.87    217960  11257312 120400656     22.45   3382560  20820820       208
12:33:24 AM 499766572 499917148  15191764      2.88    217976  11257456 120401824     22.45   3382580  20898700       284
12:33:34 AM 499892068 500042804  15064332      2.85    217992  11257600 120338508     22.44   3382588  20774696       244
12:33:44 AM 499782472 499933392  15170548      2.87    218016  11257808 120361972     22.44   3382616  20859828        64
12:33:54 AM 499778660 499929852  15172096      2.87    218096  11259148 120415880     22.45   3382688  20883992       436
12:34:04 AM 499636812 499789200  15312336      2.90    218144  11260292 120481528     22.47   3382744  21005240       400
12:34:14 AM 499675608 499828212  15274816      2.89    218176  11260444 120475664     22.46   3382776  20983616       404
12:34:24 AM 499799924 499952684  15154424      2.87    218192  11260588 120387748     22.45   3382792  20856772       380
12:34:34 AM 499859544 500012440  15092116      2.86    218212  11260740 120289808     22.43   3382816  20785460       464
12:34:44 AM 499882484 500035628  15066784      2.85    218228  11260932 120290484     22.43   3382828  20775164       484
12:34:54 AM 499825684 499979032  15125652      2.87    218240  11261092 120322140     22.44   3382848  20849408       216
12:35:04 AM 499843948 499998168  15107816      2.86    218256  11261996 120330344     22.44   3382856  20858344       344
12:35:14 AM 499793044 499947432  15157872      2.87    218272  11262128 120361968     22.44   3382872  20852932       412
12:35:24 AM 499789696 499944240  15160904      2.87    218288  11262300 120344416     22.44   3382888  20873880       416
12:35:34 AM 507539896 507694736   7418484      1.41    218300  11262484  52845164      9.85   4273844  12599264       584
12:35:44 AM 501698072 501858740  14294944      2.71    218764  10213368 117875904     21.98   3384292  19166044       116
12:35:54 AM 500435200 500596048  14776384      2.80    218780  10994708 119893608     22.36   3384360  20349288        52
12:36:04 AM 500270204 500431208  14896988      2.82    218796  11039444 120020340     22.38   3384380  20454652       364
12:36:14 AM 500033092 500194456  15073964      2.86    218812  11101644 120186672     22.41   3384392  20672368       336
12:36:24 AM 500003084 500164372  15098064      2.86    218828  11104148 120221828     22.42   3384408  20678020       356
12:36:34 AM 500006468 500167932  15094984      2.86    218844  11104292 120203096     22.41   3384428  20641932       296
12:36:44 AM 499856816 500018556  15241512      2.89    218856  11108644 120258172     22.42   3384440  20761596       900
12:36:54 AM 499864096 500026556  15226892      2.88    218872  11115840 120338560     22.44   3384452  20791288       296
12:37:04 AM 499679936 499842584  15414272      2.92    218888  11116000 120445728     22.46   3384468  20983116       288
12:37:14 AM 499623484 499786272  15424228      2.92    218904  11160740 120490340     22.47   3384484  21028532       292
12:37:24 AM 499600880 499763856  15394192      2.92    218936  11217060 120560552     22.48   3384504  21040048       276
12:37:34 AM 499505124 499668308  15486584      2.93    219016  11217216 120575812     22.48   3384580  21123888       316
12:37:44 AM 499496880 499661220  15491468      2.93    219076  11218492 120606284     22.49   3384660  21153980       432
12:37:54 AM 499525584 499690324  15446056      2.93    219088  11237424 120594596     22.49   3384668  21105492       340
12:38:04 AM 499586924 499751844  15383924      2.91    219104  11237576 120496812     22.47   3384688  21050844       308
12:38:14 AM 499709216 499874320  15260808      2.89    219120  11237744 120418776     22.45   3384704  20976360       384
12:38:24 AM 499673392 499838644  15297936      2.90    219136  11237876 120466824     22.46   3384720  20988004       432
12:38:34 AM 499622140 499787568  15349428      2.91    219152  11238044 120506672     22.47   3384736  21065524       212
12:38:44 AM 499621268 499787524  15349964      2.91    219168  11238968 120520752     22.47   3384752  21086912      1352
12:38:54 AM 499623600 499790172  15347152      2.91    219180  11239140 120537148     22.48   3384764  21064828       200
12:39:04 AM 503201996 503373976  13843012      2.62    219652   9165320 116285220     21.68   3386172  17807240      3672
12:39:14 AM 499650452 499822576  14599708      2.77    219668  11957924 120759664     22.52   3386244  21183156       676
12:39:24 AM 499257048 499429332  14828236      2.81    219684  12123160 121015596     22.56   3386260  21578756       188
12:39:34 AM 499059232 499231700  14918152      2.83    219700  12231088 121249936     22.61   3386276  21778480       172
12:39:44 AM 498828552 499001232  15148752      2.87    219716  12231284 121054992     22.57   3386296  21935508       288
12:39:54 AM 498846832 499019664  15129104      2.87    219732  12231420 121297196     22.62   3386300  21874144       152
12:40:04 AM 498853592 499026984  15120428      2.86    219752  12232196 121353076     22.63   3386328  21871596      1236
12:40:14 AM 498698004 498871828  15276484      2.89    219764  12232376 121420276     22.64   3386340  22007968       148
12:40:24 AM 498680852 498854844  15295588      2.90    219776  12232520 121533540     22.66   3386352  22035632       232
12:40:34 AM 498579044 498753216  15395596      2.92    219792  12232660 121528100     22.66   3386368  22131308       252
12:40:44 AM 498588660 498763028  15384368      2.91    219808  12232860 121524976     22.66   3386384  22125160       216
12:40:54 AM 498668796 498843340  15305784      2.90    219856  12232992 121545656     22.66   3386428  22078560       224
12:41:04 AM 498504232 498679832  15467484      2.93    219932  12234132 121593736     22.67   3386500  22195188      1120
12:41:14 AM 498500288 498676264  15472912      2.93    219976  12234280 121633172     22.68   3386548  22198624       500
12:41:24 AM 498319532 498495684  15649192      2.96    220000  12234432 121629676     22.68   3386576  22256920       216
12:41:34 AM 498443264 498619592  15529228      2.94    220016  12234576 121493716     22.65   3386592  22093728       556
12:41:44 AM 498496172 498672720  15475284      2.93    220032  12234784 121423776     22.64   3386608  22059124       444
12:41:54 AM 498415888 498592608  15407428      2.92    220048  12383360 121553076     22.66   3386620  22182664       144
12:42:04 AM 498437584 498614996  15384316      2.91    220064  12384276 121581584     22.67   3386640  22157132      1412
12:42:14 AM 498378584 498556392  15441736      2.93    220080  12384420 121583144     22.67   3386656  22206892       216
12:42:24 AM 498383136 498561184  15437112      2.92    220092  12384572 121596840     22.67   3386668  22204660       168
12:42:34 AM 498297688 498475832  15521588      2.94    220108  12384712 121642160     22.68   3386680  22287248       140
12:42:44 AM 513205880 513384472   5107524      0.97    220136   7972368  17159756      3.20   3386200   8046244        80
12:42:54 AM 500594096 500778328  14507604      2.75    220616  11097268 119243600     22.23   3388144  20237228       248
12:43:04 AM 499323716 499508188  15092036      2.86    220632  11779560 120793496     22.52   3388168  21328908       164
12:43:14 AM 499053860 499238484  15245908      2.89    220648  11895284 121055188     22.57   3388184  21518528       124
12:43:24 AM 498728192 498912988  15442844      2.93    220664  12023540 121266928     22.61   3388200  21833308       124
12:43:34 AM 498728512 498913468  15425676      2.92    220672  12042460 121363000     22.63   3388208  21839048       100
12:43:44 AM 498561784 498746920  15460768      2.93    220688  12172324 121436020     22.64   3388224  22040920        64
12:43:54 AM 498541316 498727188  15480572      2.93    220716  12173088 121495032     22.65   3388248  22072292       192
12:44:04 AM 498472204 498658320  15553000      2.95    220732  12173240 121595036     22.67   3388260  22117932       192
12:44:14 AM 498213524 498399824  15811648      3.00    220748  12173388 121804816     22.71   3388276  22392944        16
12:44:24 AM 498157168 498343604  15863436      3.00    220764  12173540 121879908     22.73   3388304  22444820       320
12:44:34 AM 498228768 498415332  15791260      2.99    220800  12173680 121825128     22.72   3388324  22370912       356
12:44:44 AM 498147404 498334268  15875728      3.01    220852  12173884 121842320     22.72   3388384  22435116       340
12:44:54 AM 498125200 498313340  15896032      3.01    220932  12176664 121876316     22.73   3388460  22469276       668
12:45:04 AM 498132424 498320792  15884280      3.01    220952  12179952 121895072     22.73   3388484  22439036       520
12:45:14 AM 498131244 498319796  15888044      3.01    220968  12180116 121812636     22.71   3388500  22423024       548
12:45:24 AM 498299744 498488436  15715572      2.98    220984  12180264 121654416     22.68   3388516  22238496       176
12:45:34 AM 498229284 498418132  15786992      2.99    221000  12180420 121703632     22.69   3388528  22334684       184
12:45:44 AM 498211028 498400120  15804984      2.99    221016  12180624 121730996     22.70   3388548  22351788       180
12:45:54 AM 498201264 498391256  15812080      3.00    221032  12181488 121771628     22.71   3388560  22354776       136
12:46:04 AM 498169284 498359420  15846760      3.00    221048  12181656 121759440     22.70   3388580  22382148       204
12:46:14 AM 513726480 513917032   4574204      0.87    221092   7981768  15829624      2.95   3388064   7502512        40
12:46:24 AM 499515068 499710544  14741056      2.79    221524  11939656 120963656     22.56   3390040  21267320        80
12:46:34 AM 498433168 498629996  15039432      2.85    221540  12718212 121780744     22.71   3390056  22364324       100
12:46:44 AM 497951096 498148336  15317940      2.90    221556  12919568 122014988     22.75   3390068  22702724        72
12:46:54 AM 497669336 497866280  15416320      2.92    221572  13109160 122149880     22.78   3390080  22963712        84
12:47:04 AM 497694388 497892208  15385876      2.91    221588  13109288 122330924     22.81   3390100  22891480        44
12:47:14 AM 497488324 497686564  15590768      2.95    221604  13109424 122352404     22.81   3390112  23025600         0
12:47:24 AM 497497316 497696164  15582520      2.95    221624  13110188 122426624     22.83   3390136  23022352       424
12:47:34 AM 497346136 497544764  15735560      2.98    221640  13110332 122514896     22.84   3390152  23204308       364
12:47:44 AM 497432656 497631888  15645940      2.96    221656  13110520 122548236     22.85   3390168  23148168       292
12:47:54 AM 497232076 497431300  15848260      3.00    221676  13110672 122678616     22.87   3390188  23372024       280
12:48:04 AM 497333960 497533484  15746176      2.98    221696  13110796 122625860     22.86   3390212  23271564       388
12:48:14 AM 497143500 497343112  15748348      2.98    221728  13298444 122754752     22.89   3390240  23466108       336
12:48:24 AM 496896540 497098652  15989128      3.03    221800  13299644 122868056     22.91   3390308  23576864       416
12:48:34 AM 496766812 496968852  16122636      3.05    221856  13299788 122699680     22.88   3390364  23711764       344
12:48:44 AM 496859912 497061660  16027024      3.04    221884  13299992 122936420     22.92   3390396  23628908       292
12:48:54 AM 497059588 497261520  15828108      3.00    221900  13300120 122778948     22.89   3390412  23424984       164
12:49:04 AM 497134140 497336160  15749428      2.98    221916  13300268 122621936     22.86   3390428  23339948       152
12:49:14 AM 497316484 497518704  15570828      2.95    221932  13300400 122531920     22.85   3390444  23185376       156
12:49:24 AM 497258976 497461996  15627632      2.96    221956  13301272 122573104     22.86   3390464  23283272       356
12:49:34 AM 497183848 497386864  15702896      2.97    221972  13301416 122683240     22.88   3390480  23350496       244
12:49:44 AM 497017508 497220708  15868584      3.01    221984  13301604 122702032     22.88   3390492  23426832       268
12:49:54 AM 497027512 497231148  15857464      3.00    222000  13301728 122696156     22.88   3390508  23432968       204
12:50:04 AM 497077964 497281508  15806240      2.99    222016  13301884 122747324     22.89   3390524  23394704       204
12:50:14 AM 513138796 513342236   5144812      0.97    222072   7991572  20212120      3.77   3390040   8153508       140
12:50:24 AM 499319128 499527192  14757120      2.80    222492  12112560 121004208     22.56   3391996  21464432       740
12:50:34 AM 498249696 498457848  15263796      2.89    222508  12680792 121781600     22.71   3392008  22448912       220
12:50:44 AM 497872156 498080520  15365664      2.91    222524  12956764 122253848     22.80   3392024  22813008       216
12:50:54 AM 497523460 497731940  15665840      2.97    222540  13005632 122498412     22.84   3392036  23191252       328
12:51:04 AM 497435904 497644464  15751848      2.98    222556  13005780 122488828     22.84   3392056  23150556       280
12:51:14 AM 497412536 497621244  15589892      2.95    222572  13191496 122668252     22.87   3392068  23252052       308
12:51:24 AM 497199348 497408868  15802084      2.99    222592  13192244 122736616     22.89   3392088  23447196       420
12:51:34 AM 497155948 497365636  15844404      3.00    222608  13192400 122881156     22.91   3392104  23497240       288
