procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 252289840 185312 5563836    0    0     0   132 18451 44929  4  1 95  0  0
 1  0      0 252298944 185328 5564048    0    0     0   145 18342 44880  4  1 95  0  0
 0  0      0 259561712 185388 2490524    0    0     0   178 13459 31244  3  2 95  0  0
 1  0      0 253331728 185572 4962860    0    0     0   245 20342 51431 22  3 75  0  0
 2  0      0 252793632 185600 5266272    0    0     0   153 18548 47274  4  1 95  0  0
 1  0      0 252577552 185616 5373616    0    0     0   122 18658 46608  4  1 95  0  0
 1  0      0 252503360 185632 5418276    0    0     0   116 18727 45801  4  1 95  0  0
 2  0      0 252447728 185644 5420060    0    0     0   130 18410 46431  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 252385120 185656 5420288    0    0     0   135 18762 46390  4  1 95  0  0
 2  0      0 252326144 185676 5420780    0    0     0   168 18577 46042  4  1 95  0  0
 2  0      0 252311248 185716 5420984    0    0     0   118 18675 46066  4  1 95  0  0
 3  0      0 252324672 185812 5425924    0    0     0   163 18579 45658  4  1 95  0  0
 5  0      0 252254560 185856 5490192    0    0     0   139 18618 46237  4  1 95  0  0
 2  0      0 252249344 185872 5490408    0    0     0   153 18735 46087  4  1 95  0  0
 1  0      0 252271088 185888 5490632    0    0     0   147 18530 45435  4  1 95  0  0
 1  0      0 252225200 185904 5491220    0    0     0   187 18563 45082  4  1 95  0  0
 1  0      0 252195248 185920 5491456    0    0     0   138 18540 45914  4  1 95  0  0
 2  0      0 259480096 185964 2496692    0    0     0   161 14191 32628  3  2 95  0  0
 3  0      0 251838592 186140 6200060    0    0     0   255 26492 123108 23  5 73  0  0
 3  0      0 251382608 186156 6441696    0    0     0   120 27962 134712  4  3 93  0  0
 6  0      0 251178416 186176 6441884    0    0     0    95 31601 129817  4  2 93  0  0
 2  1      0 251218656 186192 6528740    0    0     0    91 27047 130792  4  3 93  0  0
 6  1      0 250905488 186208 6646108    0    0     0   112 33260 138666  4  3 93  0  0
 5  0      0 250821728 186216 6757664    0    0     0    90 32997 137607  4  2 93  0  0
 2  0      0 250678176 186232 6758140    0    0     0   155 28944 130362  4  2 93  0  0
 4  0      0 250711008 186248 6758304    0    0     0   116 30739 132810  4  3 93  0  0
 2  0      0 250704096 186280 6758464    0    0     0    97 32078 127899  4  3 93  0  0
 3  0      0 250605984 186360 6758684    0    0     0   130 33311 132856  4  2 93  0  0
 4  0      0 250617152 186420 6758852    0    0     0   125 31183 131613  4  2 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 250707168 186440 6759112    0    0     0   174 30274 140191  4  3 93  0  0
 4  0      0 250782816 186456 6759704    0    0     0   212 29840 139345  4  2 93  0  0
 3  0      0 250758624 186472 6759928    0    0     0   123 28017 131909  4  2 93  0  0
 3  0      0 250787008 186488 6760064    0    0     0   138 32503 133659  4  2 93  0  0
 3  0      0 250704000 186504 6760268    0    0     0   158 30028 136015  4  2 93  0  0
 1  0      0 250651280 186528 6760412    0    0     0   141 33081 127682  4  2 94  0  0
 0  0      0 259603200 186548 2502836    0    0     0   127 30274 109865  4  4 93  0  0
 5  0      0 251895232 186760 6097756    0    0     0   310 25694 99719 22  4 74  0  0
 3  0      0 250916240 186780 6771224    0    0     0   141 30662 139718  4  3 93  0  0
 3  0      0 250772368 186796 6771332    0    0     0   101 28926 128645  4  3 93  0  0
 8  0      0 250738384 186812 6771508    0    0     0   141 29801 127947  4  3 93  0  0
 4  0      0 250769344 186828 6771668    0    0     0    95 32120 123972  4  3 93  0  0
 1  0      0 250660448 186844 6771876    0    0     0    96 30742 130685  4  3 93  0  0
 3  0      0 250505840 186864 6772340    0    0     0   146 32602 121015  4  2 94  0  0
 2  0      0 250470576 186880 6772536    0    0     0   112 29519 128424  4  3 93  0  0
 4  0      0 250475088 186908 6772720    0    0     0   106 31161 128545  4  3 93  0  0
 3  0      0 250415424 187000 6772956    0    0     0   136 34847 126362  4  3 93  0  0
 2  0      0 250307840 187052 6773140    0    0     0   129 28700 129552  4  3 93  0  0
 4  0      0 250352176 187068 6773268    0    0     0   140 32771 123380  4  3 93  0  0
 4  0      0 250510736 187084 6773840    0    0     0   150 30860 121689  4  3 93  0  0
 3  0      0 250504720 187100 6774168    0    0     0   142 33959 132814  4  3 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 250503584 187116 6774244    0    0     0   116 32357 124660  4  2 93  0  0
 3  0      0 250439760 187132 6774396    0    0     0   110 33811 124306  4  2 94  0  0
 2  0      0 250428352 187148 6774608    0    0     0   126 28814 127679  4  2 93  0  0
 3  0      0 255552160 187368 2978744    0    0     0   156 18773 65262 21  5 74  0  0
 2  0      0 250370432 187384 7393692    0    0     0   250 30469 133841  4  3 92  0  0
 3  0      0 249873024 187404 7553620    0    0     0   114 29310 124765  4  3 93  0  0
 5  0      0 249711936 187412 7710732    0    0     0   106 32134 124212  4  2 93  0  0
 2  0      0 249824512 187428 7710436    0    0     0   120 26492 118577  4  2 93  0  0
 4  0      0 249547072 187444 7748144    0    0     0    94 30110 130111  5  3 93  0  0
 5  0      0 249379712 187460 7820672    0    0     0   127 29099 126249  4  2 93  0  0
 3  0      0 249379712 187476 7825616    0    0     0   180 26905 123426  4  2 93  0  0
 1  0      0 249294192 187492 7825388    0    0     0   102 34092 124526  4  2 93  0  0
 3  0      0 249284608 187532 7825740    0    0     0   149 31337 120534  4  2 93  0  0
 3  0      0 249283760 187592 7826180    0    0     0   152 30166 122272  4  2 93  0  0
 5  0      0 249111152 187672 7881056    0    0     0   115 31104 130307  4  2 93  0  0
 5  0      0 249092816 187720 7881640    0    0     0    86 32586 120650  4  2 93  0  0
 3  0      0 249260992 187732 7882448    0    0     0   156 33737 115573  4  2 93  0  0
 4  0      0 249392080 187744 7882364    0    0     0   111 31121 130938  5  2 93  0  0
 6  0      0 249398944 187760 7881736    0    0     0   134 32457 121644  4  2 93  0  0
 4  0      0 249256336 187776 7882868    0    0     0    93 36190 118304  4  2 93  0  0
 3  0      0 249267392 187792 7882460    0    0     0    93 30023 118758  4  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 249321376 187808 7882432    0    0     0   117 33711 123110  4  2 93  0  0
 5  0      0 249199456 187820 7883112    0    0     0   179 29069 123294  4  2 93  0  0
46  0      0 259035904 187872 2515772    0    0     0   113 17191 68312  3  5 92  0  0
 3  0      0 250602016 188052 7197792    0    0     0   223 29924 130743 23  5 73  0  0
 2  0      0 249682640 188072 7611968    0    0     0   147 29287 131336  5  3 93  0  0
 2  0      0 249595632 188088 7612240    0    0     0    96 29535 128359  5  2 93  0  0
 4  0      0 249456240 188104 7754552    0    0     0   125 27451 127853  5  2 93  0  0
 2  0      0 249476784 188120 7754712    0    0     0   124 30579 127103  4  2 93  0  0
 3  0      0 249253040 188136 7754892    0    0     0    92 29520 123423  4  2 93  0  0
 6  0      0 249107040 188152 7755352    0    0     0   138 31700 122770  4  2 93  0  0
 7  0      0 249094400 188168 7755528    0    0     0   110 28304 126786  4  2 93  0  0
 6  0      0 249147664 188196 7755716    0    0     0    87 29245 125303  4  2 93  0  0
 3  0      0 249047856 188264 7756024    0    0     0   107 27132 120673  4  2 93  0  0
 3  0      0 248935008 188336 7756088    0    0     0   102 27015 127217  5  2 93  0  0
 3  0      0 248866768 188360 7920408    0    0     0   126 32046 121351  4  2 93  0  0
 3  0      0 248907936 188372 7921036    0    0     0   202 31614 120835  5  2 93  0  0
 3  0      0 248993808 188388 7921496    0    0     0   100 29161 121800  4  3 93  0  0
 1  0      0 249021888 188404 7921388    0    0     0    98 26998 124214  4  2 93  0  0
 2  0      0 248886960 188420 7921536    0    0     0    96 33352 120047  4  3 93  0  0
 5  0      0 248859776 188436 7921708    0    0     0   132 29563 123554  4  2 93  0  0
 0  0      0 259452480 188456 2520532    0    0     0   137 27079 99944  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 250198464 188668 7416880    0    0     0   201 22629 85739 22  4 74  0  0
 3  0      0 249321760 188692 8040704    0    0     0    91 29532 114321  5  3 93  0  0
 5  0      0 249156128 188704 8235512    0    0     0   161 30127 117993  5  2 93  0  0
 1  0      0 248932928 188720 8236136    0    0     0    90 30557 113285  5  2 93  0  0
 4  0      0 248763936 188736 8442444    0    0     0    93 29236 115501  5  2 93  0  0
 4  0      0 248189376 188752 8823204    0    0     0    99 31147 125436  5  2 93  0  0
 4  0      0 248109344 188768 8830184    0    0     0   134 30947 125168  5  2 93  0  0
 5  0      0 248004448 188792 8830080    0    0     0    90 31784 117447  5  2 93  0  0
 4  0      0 247925408 188808 8830780    0    0     0    94 33233 122923  5  2 93  0  0
 1  0      0 248034912 188828 8830288    0    0     0    87 28467 119126  5  2 93  0  0
 2  0      0 248009088 188868 8854352    0    0     0   120 35809 129741  5  2 93  0  0
 3  0      0 247837104 188960 8854576    0    0     0   108 30404 125937  5  2 93  0  0
 3  0      0 247721664 189000 8888112    0    0     0   168 27082 124549  5  2 93  0  0
 1  0      0 247670640 189012 8888144    0    0     0   102 31644 123202  5  2 93  0  0
 4  0      0 248029600 189028 8888420    0    0     0    92 26528 112721  5  2 93  0  0
 3  0      0 248151968 189044 8888820    0    0     0    95 30145 112756  5  2 93  0  0
 5  0      0 248018048 189060 8889004    0    0     0   113 32921 117356  5  2 93  0  0
 1  0      0 247885008 189076 8889700    0    0     0    88 32745 117143  5  2 93  0  0
 7  0      0 247827040 189092 8890392    0    0     0   184 32918 117096  5  2 93  0  0
 2  0      0 247874016 189108 8889748    0    0     0   110 29550 117618  5  2 93  0  0
 2  0      0 247896960 189124 8890064    0    0     0   152 29147 115422  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 255501664 189352 2953272    0    0     0   138 14201 44578 21  6 73  0  0
 2  0      0 250072064 189368 7436292    0    0     0   224 28401 119231  5  3 92  0  0
 1  0      0 248494912 189388 8524648    0    0     0   116 35784 127001  5  3 92  0  0
 5  0      0 248363312 189392 8525632    0    0     0    89 31242 118674  5  2 93  0  0
 4  0      0 248318656 189400 8525688    0    0     0    94 31028 111197  5  2 93  0  0
 2  0      0 248417664 189416 8525388    0    0     0   104 34237 114711  5  2 93  0  0
