procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 250687904 172912 6602592    0    0     0   104 31881 123343  4  2 94  0  0
 5  0      0 250524272 172992 6602788    0    0     0   146 32031 128031  4  3 93  0  0
 3  0      0 250502896 173016 6603020    0    0     0   130 31370 128860  4  3 93  0  0
 5  0      0 250632288 173032 6603524    0    0     0   195 29763 124716  4  3 93  0  0
 4  0      0 250750352 173048 6603700    0    0     0   108 29434 129318  4  3 93  0  0
 4  0      0 250616720 173064 6682404    0    0     0   114 29930 135765  4  3 93  0  0
 4  0      0 250577456 173088 6682564    0    0     0   129 31453 122480  4  3 93  0  0
 4  0      0 250573504 173104 6682744    0    0     0   122 31325 124059  4  2 94  0  0
 3  0      0 250513632 173120 6683028    0    0     0   124 32021 129605  4  2 94  0  0
 0  0      0 259481152 173196 2347148    0    0     0   128 22867 85641  3  4 93  0  0
 2  0      0 251815648 173376 5981276    0    0     5   331 27675 122712 23  4 73  0  0
 4  0      0 251144608 173396 6315500    0    0     0   126 30484 128165  4  3 93  0  0
 4  0      0 250837392 173408 6500788    0    0     0   105 30441 126397  4  3 93  0  0
 4  0      0 250781552 173424 6501008    0    0     0    98 33240 132544  4  2 93  0  0
 6  0      0 250829472 173440 6501144    0    0     0    98 32548 127010  4  2 93  0  0
 2  0      0 250660912 173456 6501360    0    0     0   103 30494 130859  4  2 93  0  0
 5  0      0 250516320 173476 6501848    0    0     0   165 33267 125487  4  2 93  0  0
 2  0      0 250348992 173496 6620448    0    0     0   117 30573 137381  4  2 93  0  0
 4  0      0 250426272 173520 6620592    0    0     0    94 28542 130703  4  3 93  0  0
 2  0      0 250384192 173620 6620800    0    0     0   111 28453 125409  4  3 93  0  0
 3  0      0 250301104 173660 6621000    0    0     0   125 31516 129558  4  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 250306112 173676 6621160    0    0     0   147 33827 122568  4  3 93  0  0
 3  0      0 250468720 173696 6621904    0    0     7   180 31138 127944  4  3 93  0  0
 2  0      0 250430400 173712 6622076    0    0     0   150 27757 123058  4  2 94  0  0
 3  0      0 250402912 173728 6622244    0    0     0   130 31110 119155  4  2 94  0  0
 6  0      0 250353888 173744 6622424    0    0     0    82 29605 129012  4  3 93  0  0
 1  0      0 258716272 173764 2894948    0    0     0   110 27970 118275  4  4 92  0  0
 2  0      0 250748672 173980 6929956    0    0     0   283 20163 88130 22  4 74  0  0
 2  0      0 250002944 173996 7560368    0    0     0   130 29172 135871  5  3 93  0  0
 7  0      0 249860016 174016 7560652    0    0     0    84 31836 130153  4  2 93  0  0
 1  0      0 249584096 174032 7715512    0    0     0    92 26896 129495  5  2 93  0  0
 2  0      0 249206944 174048 7926396    0    0     0   108 27185 133070  5  2 93  0  0
 2  0      0 249146176 174064 7926204    0    0     0    92 27212 134591  5  2 93  0  0
 1  0      0 249087040 174080 7927392    0    0     0   142 27177 131611  5  2 93  0  0
 1  0      0 248889024 174100 8029176    0    0     0    94 27108 133438  5  2 93  0  0
 3  0      0 248928176 174120 8028580    0    0     0   112 28191 121645  4  3 93  0  0
 5  0      0 248921088 174172 8028492    0    0     0   108 26937 131647  5  2 93  0  0
 5  0      0 248788928 174260 8028676    0    0     0   154 26856 135217  5  2 93  0  0
 3  0      0 248743520 174296 8029472    0    0     0   134 27130 131880  5  2 93  0  0
 4  0      0 248938400 174312 8031224    0    0     0   182 26780 127716  5  2 93  0  0
 7  0      0 248979456 174328 8029736    0    0     0   139 27059 137845  5  3 92  0  0
 1  0      0 249022368 174336 8030636    0    0     0   112 30302 128561  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 249006720 174352 8030056    0    0     0   111 29122 129695  5  2 93  0  0
 3  1      0 248963312 174368 8030636    0    0     0   109 29536 126179  4  2 93  0  0
 4  0      0 248904160 174384 8031124    0    0     0    83 30716 123777  4  2 93  0  0
 0  0      0 259476448 174404 2359812    0    0     0   210 27283 108944  4  5 91  0  0
 2  0      0 251309872 174612 6383944    0    0     0   282 23630 87807 22  4 74  0  0
 3  0      0 249994064 174628 7302552    0    0     0   164 26617 129335  5  3 93  0  0
 5  0      0 249767280 174648 7302840    0    0     0    90 28558 122255  4  3 93  0  0
 4  0      0 249719264 174664 7312184    0    0     0    90 29147 129650  5  2 93  0  0
 6  0      0 249678624 174680 7312532    0    0     0    94 30181 125240  5  2 93  0  0
 6  0      0 249678736 174696 7312664    0    0     0    90 28963 118199  5  2 93  0  0
 3  0      0 249564960 174712 7313200    0    0     0   145 28944 118427  5  2 93  0  0
 3  0      0 249315136 174728 7313388    0    0     0    87 29687 120946  5  3 92  0  0
 5  1      0 249282416 174744 7313616    0    0     0   102 28852 115558  5  2 93  0  0
 4  0      0 249409904 174772 7313960    0    0     0    88 30865 119559  5  2 92  0  0
 5  1      0 249303584 174868 7313996    0    0     0   122 29435 121859  5  2 93  0  0
 3  1      0 249229984 174920 7314152    0    0     0   130 30336 118638  5  2 93  0  0
 5  1      0 249283920 174928 7314764    0    0     0   186 28474 114871  5  2 93  0  0
 4  2      0 249383952 174940 7314720    0    0     0   108 28206 118728  5  2 92  0  0
 4  0      0 249550432 174952 7315056    0    0     0    85 32447 116807  5  2 93  0  0
 2  0      0 249531040 174968 7314964    0    0     0    97 32098 116112  5  2 93  0  0
 1  0      0 249393856 174984 7315200    0    0     0    79 32024 117706  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 249345808 174992 7315456    0    0     0   118 27102 117627  5  2 93  0  0
 2  0      0 249618208 175004 7315920    0    0     0   177 26442 117232  4  2 93  0  0
 5  0      0 251510800 175224 6285920    0    0     0   170 19568 68957 22  6 72  0  0
 4  0      0 249052960 175240 8231360    0    0     0   211 28458 123536  5  3 93  0  0
 4  0      0 248376368 175260 8871520    0    0     0   146 29981 127334  5  3 93  0  0
 2  0      0 248191520 175272 8871756    0    0     0    96 28119 112073  4  2 93  0  0
 5  0      0 248237552 175284 8871908    0    0     0   102 27486 126395  5  2 93  0  0
 1  0      0 247631776 175300 9210772    0    0     0   100 28674 127250  5  2 93  0  0
 5  0      0 247631136 175316 9210428    0    0     0   144 26611 132360  5  2 93  0  0
 4  0      0 247578480 175332 9211236    0    0     0    88 26716 122385  5  2 93  0  0
 2  0      0 247468800 175348 9211072    0    0     0    89 28565 112097  5  2 93  0  0
 1  0      0 247572224 175368 9211460    0    0     0    95 29692 119327  5  2 93  0  0
 5  0      0 247601072 175416 9211132    0    0     0    90 29866 125036  5  2 93  0  0
 3  0      0 247371232 175500 9212688    0    0     0   148 27395 125673  5  2 93  0  0
 3  0      0 247356832 175540 9211428    0    0     0   187 26327 120988  5  2 93  0  0
 4  0      0 247311600 175556 9212348    0    0     0   122 28877 120765  5  2 93  0  0
 2  0      0 247652688 175572 9213008    0    0     0   114 27460 118881  5  2 93  0  0
 4  0      0 247708896 175588 9212376    0    0     0   127 26564 124005  5  2 93  0  0
 4  0      0 247527888 175604 9269152    0    0     0   106 26838 123354  5  2 93  0  0
 1  0      0 247441456 175620 9269912    0    0     0   131 26806 124528  5  2 93  0  0
 3  0      0 247529904 175632 9270084    0    0     0   184 28243 125229  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 247404880 175648 9271384    0    0     0   143 27276 130194  5  2 92  0  0
 0  0      0 259378928 175696 2375884    0    0     0   138 20467 90398  4  5 91  0  0
 2  0      0 250522800 175880 7029744    0    0     0   278 24062 97132 23  5 73  0  0
 3  0      0 249335760 175900 7813260    0    0     0   123 28533 121473  5  3 93  0  0
 6  0      0 248495744 175916 8428832    0    0     0    62 26694 124404  5  2 93  0  0
 4  0      0 248025824 175932 8743608    0    0     0    89 26402 120582  5  2 93  0  0
 2  0      0 247980304 175948 8743824    0    0     0    86 29319 116432  5  2 93  0  0
 1  0      0 247963472 175964 8744648    0    0     0   107 32526 118973  5  2 93  0  0
 3  0      0 247831472 175980 8745236    0    0     0   142 27840 114157  5  2 93  0  0
 3  0      0 247557664 175996 8744812    0    0     0   109 29488 116813  5  2 93  0  0
 2  0      0 247639296 176012 8744924    0    0     0    89 27931 116973  5  2 93  0  0
 2  0      0 247504432 176032 8744932    0    0     0   107 28768 112508  5  2 93  0  0
 3  0      0 247514672 176128 8745060    0    0     0   271 26759 114096  5  2 93  0  0
 2  0      0 247554208 176208 8745140    0    0     0   137 28615 108494  4  2 93  0  0
 6  0      0 247362624 176248 8745820    0    0     0   203 30888 117254  5  2 93  0  0
 2  0      0 247475936 176264 8745988    0    0     0   112 26743 111506  5  2 93  0  0
 1  0      0 247653264 176280 8746360    0    0     0   147 28272 116775  5  2 93  0  0
 4  0      0 247609760 176288 8746300    0    0     0   116 30449 112188  5  2 93  0  0
 6  0      0 247504576 176304 8746464    0    0     0   120 26611 114580  5  2 93  0  0
 3  0      0 247518784 176320 8746656    0    0     0   114 26437 111600  5  2 93  0  0
 7  0      0 247543648 176336 8747248    0    0     0   174 26379 112345  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 247784720 176352 8748524    0    0     0   100 23564 94589  4  2 94  0  0
 1  0      0 247794464 176364 8748536    0    0     0    14 15027 25378  0  0 99  0  0
 0  0      0 247801584 176380 8748536    0    0     0    41 14957 25337  0  0 99  0  0
 1  0      0 247809056 176396 8748536    0    0     0    14 14999 25302  0  0 99  0  0
 0  0      0 247817600 176412 8748544    0    0     0    22 15112 25308  0  0 99  0  0
 2  0      0 247828192 176428 8748856    0    0     0   100 15023 25269  0  0 99  0  0
 1  0      0 247833984 176444 8748856    0    0     0    25 15034 25261  0  0 99  0  0
 1  0      0 247838880 176460 8748860    0    0     0    44 15025 25256  0  0 99  0  0
 0  0      0 247841728 176476 8748864    0    0     0    18 14808 25181  0  0 99  0  0
 1  0      0 247847408 176488 8748868    0    0     0    36 14830 25191  0  0 99  0  0
 1  0      0 247854080 176504 8748884    0    0     0    16 14791 25173  0  0 99  0  0
 1  0      0 247856928 176520 8749256    0    0     0   106 15005 25265  0  0 99  0  0
 1  0      0 247857856 176540 8749260    0    0     0    48 15038 25204  0  0 99  0  0
 0  0      0 247860064 176556 8749260    0    0     0    34 14976 25208  0  0 99  0  0
 1  0      0 247863136 176572 8749260    0    0     0    14 14930 25178  0  0 99  0  0
 0  0      0 247866720 176588 8749264    0    0     0    17 15077 25195  0  0 99  0  0
 1  0      0 247871376 176604 8749284    0    0     0    35 14882 25182  0  0 99  0  0
 0  0      0 247863392 176640 8749872    0    0     0   305 15035 25243  1  0 99  0  0
 0  0      0 247866320 176660 8749876    0    0     0    38 14872 25258  0  0 99  0  0
 0  0      0 247870112 176704 8750032    0    0     0   247 14897 25256  0  0 99  0  0
 0  0      0 247874032 176712 8750036    0    0     0    44 14784 25120  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 247879200 176728 8750036    0    0     0    18 14741 25162  0  0 99  0  0
 0  0      0 247882816 176744 8750036    0    0     0    53 14853 25159  0  0 99  0  0
 0  0      0 247888336 176880 8750384    0    0     0   136 14810 25155  0  0 99  0  0
 1  0      0 247893568 176896 8750384    0    0     0    18 14973 27208  1  0 99  0  0
 0  0      0 247898592 176912 8750384    0    0     0    38 14723 25168  0  0 99  0  0
 0  0      0 247902912 176928 8750388    0    0     0    21 14768 25151  0  0 99  0  0
 0  0      0 247907568 176944 8750392    0    0     0    51 14762 25177  0  0 99  0  0
 0  0      0 247911488 176956 8750396    0    0     0    16 14632 25090  0  0 99  0  0
 0  0      0 247913280 177032 8750768    0    0     0   106 14635 25135  0  0 99  0  0
 1  0      0 247916192 177048 8750772    0    0     0    59 14761 25171  0  0 99  0  0
 0  0      0 247917520 177064 8750780    0    0     0    36 14811 25163  0  0 99  0  0
 0  0      0 247916160 177080 8750780    0    0     0    48 14813 25190  0  0 99  0  0
 0  0      0 247917888 177092 8750780    0    0     0    18 14653 25098  0  0 99  0  0
 0  0      0 247919360 177108 8750784    0    0     0    33 14626 25113  0  0 99  0  0
 0  0      0 247923488 177124 8751208    0    0     0   107 14800 25112  0  0 99  0  0
 0  0      0 247925680 177140 8751208    0    0     0    64 14820 25118  0  0 99  0  0
 0  0      0 247926560 177156 8751212    0    0     0    19 14741 25109  0  0 99  0  0
 1  0      0 247924528 177172 8751216    0    0     0    38 14789 25172  0  0 99  0  0
 0  0      0 247924352 177184 8751220    0    0     0    15 14732 25168  0  0 99  0  0
 1  0      0 247926896 177200 8751220    0    0     0    34 14948 25228  0  0 99  0  0
 0  0      0 247928320 177216 8751532    0    0     0   132 14845 25162  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 247928720 177228 8751540    0    0     0    66 14867 25193  0  0 99  0  0
 0  0      0 247928192 177244 8751544    0    0     0    23 14792 25169  0  0 99  0  0
 0  0      0 247931024 177260 8751544    0    0     0    34 14971 25126  0  0 99  0  0
 0  0      0 247930784 177276 8751548    0    0     0    40 14725 25044  0  0 99  0  0
 0  0      0 247931104 177292 8751564    0    0     0    41 14881 25096  0  0 99  0  0
 0  0      0 247933008 177304 8751968    0    0     0   109 14783 25071  0  0 99  0  0
 0  0      0 247933760 177320 8751976    0    0     0    59 14854 25107  0  0 99  0  0
 1  0      0 247934016 177336 8751976    0    0     0    18 14988 25111  0  0 99  0  0
 3  0      0 247934640 177352 8751984    0    0     0    18 14791 25094  0  0 99  0  0
 0  0      0 247934464 177368 8751984    0    0     0    42 14908 25166  0  0 99  0  0
 0  0      0 247932928 177384 8751984    0    0     0    40 14806 25102  0  0 99  0  0
 1  0      0 247933664 177404 8752392    0    0     0   134 14644 25086  0  0 99  0  0
 0  0      0 247933024 177412 8752396    0    0     0    32 14759 25133  0  0 99  0  0
 1  0      0 247932720 177428 8752404    0    0     0    33 14722 25134  0  0 99  0  0
 0  0      0 247932960 177440 8752408    0    0     0    52 14738 25073  0  0 99  0  0
 1  0      0 247930304 177456 8752408    0    0     0    16 14769 25089  0  0 99  0  0
 0  0      0 247927600 177472 8752428    0    0     0    40 14891 25129  0  0 99  0  0
 0  0      0 247927744 177488 8752768    0    0     0   124 14760 25082  0  0 99  0  0
 0  0      0 247929136 177504 8752768    0    0     0    14 14784 25082  0  0 99  0  0
 0  0      0 247929024 177512 8752772    0    0     0    30 14836 25122  0  0 99  0  0
 0  0      0 247928288 177528 8752772    0    0     0    30 14872 25130  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 247928944 177544 8752772    0    0     0    40 14820 25181  0  0 99  0  0
 0  0      0 247928944 177560 8752792    0    0     0    53 14823 25172  0  0 99  0  0
 0  0      0 247931296 177576 8753128    0    0     0   145 14724 25178  0  0 99  0  0
 0  0      0 247934400 177592 8753128    0    0     0    30 14722 25105  0  0 99  0  0
 0  0      0 247936784 177608 8753136    0    0     0    20 14695 25137  0  0 99  0  0
 0  0      0 247937616 177624 8753136    0    0     0    16 14682 25132  0  0 99  0  0
 0  0      0 247939840 177640 8753144    0    0     0    17 14645 25118  0  0 99  0  0
 0  0      0 247941264 177656 8753148    0    0     0    18 14665 25156  0  0 99  0  0
 0  0      0 247938816 177672 8753584    0    0     0   152 14837 25966  1  0 99  0  0
 2  0      0 256484256 177740 5067312    0    0     0   130 15306 25342  2  3 95  0  0
 8  0      0 255420416 177940 2440628    0    0     0   326 17624 65375 23  3 74  0  0
 4  0      0 255276912 178048 2442212    0    0     0   186 22848 105767  8  2 90  0  0
10  0      0 255208768 178104 2443468    0    0     0   262 23103 106851  8  2 90  0  0
 2  0      0 255154304 178120 2445392    0    0     0   226 22886 103112  8  2 90  0  0
 0  1      0 259414096 178140 2393048    0    0     0   244 21245 91938  7  2 91  0  0
 6  1      0 255060736 178356 2499508    0    0     0   336 20389 82264 24  3 72  0  0
 7  1      0 254793664 178472 2502208    0    0     0   245 22657 101987  8  2 90  0  0
 7  1      0 254624480 178516 2506456    0    0     0   239 22818 102272  8  2 90  0  0
 2  1      0 254590528 178536 2507528    0    0     0   228 22723 98431  8  2 90  0  0
 7  1      0 254623600 178552 2508596    0    0     0   231 22914 100236  8  2 90  0  0
 7  0      0 254791168 178764 2560184    0    0     0   333 18512 64181 23  4 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 254423232 178788 2562392    0    0     0   238 22267 96533  8  2 90  0  0
 2  0      0 254269888 178924 2563440    0    0     0   218 22548 97800  9  2 90  0  0
 4  0      0 254075552 178944 2564468    0    0     0   242 22541 97479  8  2 90  0  0
 3  0      0 254008384 178960 2565464    0    0     0   239 22622 96139  8  2 90  0  0
 1  0      0 257023808 179108 2408072    0    0     0   241 15273 55152 12  3 85  0  0
 4  0      0 254141552 179188 2622680    0    0     0   308 24282 102065 20  3 77  0  0
 1  0      0 253974768 179320 2623676    0    0     0   242 22231 93933  9  2 89  0  0
 8  0      0 253653344 179348 2624604    0    0     0   208 22158 91144  8  2 90  0  0
 4  0      0 253579264 179364 2628700    0    0     0   215 22334 92167  8  2 90  0  0
 7  0      0 253591232 179384 2629652    0    0     0   221 22217 92361  9  2 90  0  0
10  0      0 255658848 179600 2477524    0    0     0   191 16579 57074 23  4 72  0  0
 3  0      0 253754816 179620 2678396    0    0     0   306 22774 80570  7  2 90  0  0
 7  0      0 253463856 179672 2679128    0    0     0   187 22118 79343  8  2 90  0  0
 7  0      0 253183440 179780 2683848    0    0     0   200 22411 83141  8  2 90  0  0
 6  0      0 252893824 179796 2684624    0    0     0   183 22198 81997  8  2 91  0  0
 4  0      0 252865952 179816 2685460    0    0     0   132 22361 84098  8  2 90  0  0
 1  0      0 253024448 179832 2686536    0    0     0   159 22197 81159  8  2 90  0  0
 2  0      0 255523696 180068 2773040    0    0     0   426 18323 56098 22  4 73  0  0
 8  0      0 253563136 180084 4445760    0    0     0   229 18829 52585  4  1 94  0  0
 3  0      0 253471168 180100 4446068    0    0     0   165 19734 56989  5  1 94  0  0
 6  0      0 253404592 180184 4459988    0    0     0   521 19917 56484  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 253349136 180196 4460312    0    0     0   123 19751 56043  5  1 94  0  0
 1  0      0 253339840 180228 4460652    0    0     0   110 19721 56252  5  1 94  0  0
 3  0      0 253296624 180340 4489484    0    0     0   146 19635 54986  5  1 94  0  0
 2  0      0 253271760 180360 4489796    0    0     0   218 19714 55334  5  1 94  0  0
 5  0      0 253307552 180376 4490124    0    0     0   153 19698 55138  5  1 94  0  0
 5  0      0 253278992 180392 4495152    0    0     0   138 19852 55763  5  1 94  0  0
 3  0      0 253260736 180404 4495488    0    0     0   160 19670 54975  5  1 94  0  0
 2  0      0 254337056 180612 3694820    0    0     0   326 17030 47340 22  4 74  0  0
 1  0      0 253537776 180632 4370740    0    0     0   144 19392 56119  4  1 94  0  0
 3  0      0 253471136 180656 4371064    0    0     0   129 19811 56743  5  1 94  0  0
 1  0      0 253450640 180672 4371388    0    0     0   144 19998 57375  5  1 94  0  0
 1  0      0 253389728 180688 4391376    0    0     0   134 19831 57013  5  1 94  0  0
 3  0      0 253356864 180800 4394036    0    0     0   142 19728 56312  5  1 94  0  0
 1  0      0 253325904 180856 4394676    0    0     0   204 19737 56064  5  1 94  0  0
 2  0      0 253328800 180876 4398788    0    0     0   173 19925 56688  5  1 94  0  0
 3  0      0 253314352 180892 4399152    0    0     0   163 19556 56457  5  1 94  0  0
 0  1      0 259140192 180908 2432284    0    0     0   163 19482 53231  4  2 93  0  0
 1  0      0 253616672 181132 4326632    0    0     0   343 14011 38767 21  3 76  0  0
 1  0      0 252700016 181148 5163900    0    0     0   157 18117 45407  4  1 95  0  0
 1  0      0 252478064 181168 5275772    0    0     0   118 18670 46819  4  1 95  0  0
 2  0      0 252391840 181184 5353320    0    0     0   122 18538 45899  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 252273456 181200 5412868    0    0     0    97 18674 46504  4  1 95  0  0
 2  0      0 252166624 181216 5431904    0    0     0   102 18618 45919  4  1 95  0  0
 2  0      0 252059024 181236 5511316    0    0     0   171 18639 45201  4  1 95  0  0
 3  0      0 252078080 181260 5511516    0    0     0   139 18679 45741  4  1 95  0  0
 5  0      0 252026464 181344 5511736    0    0     0   128 18380 45132  4  1 95  0  0
 3  0      0 251975488 181408 5511944    0    0     0   129 18388 44931  4  1 95  0  0
 2  0      0 251923824 181428 5568388    0    0     0   146 18560 45733  4  1 95  0  0
 2  0      0 252015632 181444 5568608    0    0     0   138 18482 45590  4  1 95  0  0
 3  0      0 252019040 181476 5569232    0    0     0   257 18478 45813  4  1 95  0  0
 2  1      0 255905008 181500 5569076    0    0     0   134 12845 44837  5  2 93  0  0
 0  0      0 260188048 181532 2437800    0    0     0    86  687 1607  1  0 99  0  0
 0  0      0 260194224 181572 2437800    0    0     0    62  624  681  1  0 99  0  0
 5  0      0 255884080 181784 2491372    0    0     0   314 18301 75217 25  3 72  0  0
 4  0      0 255675760 181908 2496136    0    0     0   265 22569 105558  8  2 90  0  0
 2  0      0 255578272 181944 2497312    0    0     0   228 23071 105803  8  2 90  0  0
 5  0      0 255578384 181960 2498452    0    0     0   236 22783 102598  8  2 90  0  0
 0  0      0 259812448 182008 2445320    0    0     0   252 19512 82776  6  2 91  0  0
 8  0      0 255460352 182188 2552924    0    0     0   273 21916 88464 25  4 71  0  0
 5  0      0 255255104 182324 2554012    0    0     0   214 22301 98790  8  2 90  0  0
 5  1      0 255072752 182364 2555856    0    0     0   369 22481 97912  8  2 90  1  0
 6  1      0 254991584 182380 2556876    0    0     0   238 22421 96063  8  2 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  1      0 255062752 182400 2557920    0    0     0   212 22497 96335  8  2 90  0  0
 7  0      0 255262368 182616 2606236    0    0     0   263 18153 62738 23  4 73  0  0
 3  0      0 254746304 182636 2613060    0    0     0   245 22449 90519  8  2 90  0  0
 3  0      0 254706480 182772 2616320    0    0     0   213 22409 88744  8  2 90  0  0
 2  0      0 254340992 182792 2617268    0    0     0   224 22579 91292  8  2 90  0  0
 8  0      0 254352320 182812 2618184    0    0     0   199 22439 90194  8  2 91  0  0
 3  0      0 254434064 182828 2619116    0    0     0   196 22503 89577  8  2 90  0  0
 5  1      0 254984992 183044 2667168    0    0     0   281 17903 57074 23  4 73  0  0
 3  0      0 254284896 183064 2669580    0    0     0   186 22041 83935  7  2 91  0  0
 5  0      0 254297008 183192 2670404    0    0     0   223 22272 83064  8  2 90  0  0
 3  0      0 253987008 183216 2674356    0    0     0   257 22472 84717  8  2 91  0  0
 5  0      0 253905904 183240 2675176    0    0     0   200 22215 84990  8  2 90  0  0
10  0      0 253812224 183256 2679112    0    0     0   217 22424 84225  8  2 90  0  0
 2  0      0 259691776 183300 2465672    0    0     0   258 16820 59616  6  2 92  0  0
 3  0      0 254303712 183472 2722124    0    0     0   342 22924 79968 25  4 71  0  0
 8  0      0 253720032 183492 2730744    0    0     0   202 21902 81539  8  2 90  0  0
 3  0      0 253607808 183628 2731520    0    0     0   193 22262 81465  8  2 90  0  0
10  0      0 253328672 183640 2732308    0    0     0   194 22224 81398  8  2 90  0  0
 3  0      0 253306560 183656 2733096    0    0     0   184 22051 81217  8  2 91  0  0
 6  0      0 253221888 183672 2737812    0    0     0   204 22157 80630  8  2 90  0  0
 0  0      0 259661280 183748 2473024    0    0     0   362 17575 60066  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 254102032 183936 4376108    0    0     0   270 19969 55824 22  3 74  0  0
 2  1      0 253808544 183964 4526444    0    0     0   201 19598 56484  5  1 94  0  0
 3  0      0 253781856 184004 4526652    0    0     0   309 19773 55233  5  1 94  0  0
 2  0      0 253715200 184020 4526980    0    0     0   125 19820 56284  5  1 94  0  0
 3  0      0 253712480 184036 4527296    0    0     0    67 19649 55676  5  1 95  0  0
 4  0      0 253695648 184156 4527636    0    0     0   108 19805 55714  5  1 94  0  0
 2  0      0 253607552 184196 4528264    0    0     0   225 19680 54694  5  1 94  0  0
 2  1      0 253667072 184212 4528600    0    0     0   196 19852 55058  5  1 94  0  0
 2  0      0 253649632 184244 4528896    0    0     0   211 19786 54804  4  1 94  0  0
 4  0      0 253642928 184260 4529220    0    0     0   143 19716 55334  5  1 94  0  0
 4  0      0 257454864 184400 2478700    0    0     0   176 13559 33852 10  2 88  0  0
 3  0      0 254008448 184500 4356136    0    0     0   294 22125 64246 16  3 81  0  0
 3  0      0 253838864 184520 4411500    0    0     0   134 19686 57397  5  1 94  0  0
 4  0      0 253821760 184536 4411828    0    0     0   113 19880 56818  5  1 94  0  0
 1  0      0 253781632 184548 4412176    0    0     0   139 19814 56779  5  1 94  0  0
 1  0      0 253687808 184568 4443468    0    0     0   138 19803 56761  5  1 94  0  0
 6  0      0 253662912 184700 4443852    0    0     0   141 19789 57053  5  1 94  0  0
 3  0      0 253646848 184720 4477272    0    0     0   227 19849 56046  5  1 94  0  0
 3  0      0 253652816 184736 4477604    0    0     0   177 19574 55648  5  1 94  0  0
 1  0      0 253621952 184752 4477908    0    0     0   147 19410 56031  5  1 94  0  0
80  0      0 255861936 184896 2563232    0    0     0   219 13846 31725 14  3 83  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 253208016 184980 5068136    0    0     0   247 20274 58197 11  2 87  0  0
 1  0      0 252857472 185000 5258292    0    0     0   144 18456 46287  4  1 95  0  0
 4  0      0 252638272 185016 5402232    0    0     0   114 18448 45526  4  1 95  0  0
 7  0      0 252596352 185032 5404808    0    0     0   101 18582 45819  4  1 95  0  0
 2  0      0 252527136 185048 5405004    0    0     0   119 18722 46465  4  1 95  0  0
 2  0      0 252411168 185064 5482632    0    0     0   107 18479 45129  4  1 95  0  0
 4  0      0 252391504 185080 5490908    0    0     0   171 18486 45491  4  1 95  0  0
 2  0      0 252398320 185132 5491120    0    0     0   127 18737 46008  4  1 95  0  0
 2  0      0 252357248 185216 5491340    0    0     0   125 18324 44477  4  1 95  0  0
 2  0      0 252320288 185256 5491544    0    0     0   118 18448 45384  4  1 95  0  0
 2  0      0 252291936 185268 5562836    0    0     0   156 18611 45538  4  1 95  0  0
 2  0      0 252336416 185280 5563076    0    0     0   145 18404 44504  4  1 95  0  0
 2  0      0 252324416 185296 5563632    0    0     0   234 18835 47625  4  1 95  0  0
